uai,rentree_scolaire,region_academique,academie,departement,commune,denomination_principale,secteur,nb_eleves,rep,ips
0952205F,2019-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,HERBLAY,COLLEGE,PUBLIC,513,0,116.3
0950812S,2019-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,FRANCONVILLE,LYCEE POLYVALENT PRIVE,PRIVE,32,0,115.1
0952127W,2019-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,EZANVILLE,COLLEGE,PUBLIC,607,0,112.3
0951194G,2019-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,ERAGNY,COLLEGE,PUBLIC,516,0,103.8
0950892D,2019-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,EAUBONNE,COLLEGE,PUBLIC,511,0,124.5
0951697D,2019-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,CERGY,COLLEGE,PUBLIC,694,1,89.5
0951822P,2019-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,BOUFFEMONT,COLLEGE,PUBLIC,408,0,111.3
0950888Z,2019-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,BEZONS,COLLEGE,PUBLIC,766,1,90.5
0950887Y,2019-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,BEZONS,COLLEGE,PUBLIC,697,1,85.1
0950933Y,2019-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,BEAUMONT-SUR-OISE,COLLEGE,PUBLIC,607,0,107.9
0951094Y,2019-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,ARGENTEUIL,COLLEGE,PUBLIC,613,1,91.2
0950885W,2019-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,ARGENTEUIL,COLLEGE,PUBLIC,494,1,79.9
0921543C,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,VILLENEUVE-LA-GARENNE,COLLEGE,PUBLIC,645,1,88.3
0921935D,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,VAUCRESSON,ETAB.REGIONAL ENSEIGNT ADAPTE,PUBLIC,156,0,
0920885M,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,SURESNES,COLLEGE,PUBLIC,428,0,97.6
0920884L,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,SURESNES,COLLEGE,PUBLIC,714,0,128.7
0921918K,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,SCEAUX,COLLEGE PRIVE,PRIVE,605,0,135.8
0921784P,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,SCEAUX,COLLEGE,PUBLIC,627,0,143.8
0922276Z,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,SAINT-CLOUD,LPO LYCEE DES METIERS,PUBLIC,24,0,94.1
0920700L,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,SAINT-CLOUD,COLLEGE,PUBLIC,444,0,130.5
0921502H,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,RUEIL-MALMAISON,COLLEGE,PUBLIC,570,0,139.2
0921018G,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,RUEIL-MALMAISON,COLLEGE PRIVE,PRIVE,606,0,151.2
0920852B,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,RUEIL-MALMAISON,COLLEGE,PUBLIC,233,0,98.4
0921233R,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,PUTEAUX,COLLEGE,PUBLIC,768,0,115.6
0921219A,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,PUTEAUX,COLLEGE,PUBLIC,497,0,108.8
0921780K,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,NEUILLY-SUR-SEINE,COLLEGE,PUBLIC,689,0,143.5
0920882J,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,NANTERRE,COLLEGE,PUBLIC,497,1,96.0
0920594W,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,NANTERRE,COLLEGE,PUBLIC,480,1,90.8
0921504K,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,MONTROUGE,COLLEGE,PUBLIC,481,0,124.8
0920164D,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,MONTROUGE,LP LYCEE DES METIERS,PUBLIC,25,0,86.1
0921554P,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,MEUDON,COLLEGE,PUBLIC,447,0,131.9
0921241Z,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,MALAKOFF,COLLEGE,PUBLIC,618,0,112.4
0922630J,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,LEVALLOIS-PERRET,COLLEGE,PUBLIC,635,0,125.6
0921393P,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,LEVALLOIS-PERRET,COLLEGE,PUBLIC,751,0,125.2
0920883K,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,LE PLESSIS-ROBINSON,COLLEGE,PUBLIC,425,0,119.3
0922247T,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,ISSY-LES-MOULINEAUX,COLLEGE,PUBLIC,574,0,132.8
0921621M,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,GENNEVILLIERS,COLLEGE,PUBLIC,706,0,83.1
0921157H,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,GENNEVILLIERS,COLLEGE,PUBLIC,931,1,89.3
0920081N,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,FONTENAY-AUX-ROSES,COLLEGE,PUBLIC,738,0,113.3
0922482Y,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,COURBEVOIE,COLLEGE PRIVE,PRIVE,212,0,150.5
0921550K,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,COURBEVOIE,COLLEGE,PUBLIC,529,0,119.3
0921496B,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,COURBEVOIE,COLLEGE,PUBLIC,684,0,116.2
0921675W,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,COLOMBES,COLLEGE,PUBLIC,565,1,92.4
0921229L,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,COLOMBES,LPO LYCEE DES METIERS,PUBLIC,24,0,80.3
0920626F,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,COLOMBES,COLLEGE,PUBLIC,589,0,127.9
0920653K,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,CLAMART,COLLEGE,PUBLIC,686,0,128.7
0921905W,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,BOURG-LA-REINE,COLLEGE PRIVE,PRIVE,932,0,145.5
0921236U,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,BOULOGNE-BILLANCOURT,COLLEGE,PUBLIC,751,0,127.5
0910756C,2019-01-01,ILE-DE-FRANCE,VERSAILLES,ESSONNE,YERRES,LP LYCEE DES METIERS,PUBLIC,24,0,80.5
0911335G,2019-01-01,ILE-DE-FRANCE,VERSAILLES,ESSONNE,VILLEBON-SUR-YVETTE,COLLEGE,PUBLIC,620,0,119.6
0910776Z,2019-01-01,ILE-DE-FRANCE,VERSAILLES,ESSONNE,VIGNEUX-SUR-SEINE,COLLEGE,PUBLIC,752,1,84.3
0912142J,2019-01-01,ILE-DE-FRANCE,VERSAILLES,ESSONNE,SAVIGNY-SUR-ORGE,LPO LYCEE DES METIERS,PUBLIC,24,0,95.5
0911038J,2019-01-01,ILE-DE-FRANCE,VERSAILLES,ESSONNE,SAVIGNY-SUR-ORGE,COLLEGE,PUBLIC,523,0,109.6
0910836P,2019-01-01,ILE-DE-FRANCE,VERSAILLES,ESSONNE,SAVIGNY-SUR-ORGE,COLLEGE PRIVE,PRIVE,223,0,125.6
0911946W,2019-01-01,ILE-DE-FRANCE,VERSAILLES,ESSONNE,SAINT-MICHEL-SUR-ORGE,LYCEE POLYVALENT,PUBLIC,23,0,103.1
0910860R,2019-01-01,ILE-DE-FRANCE,VERSAILLES,ESSONNE,SAINTE-GENEVIEVE-DES-BOIS,COLLEGE,PUBLIC,779,0,117.4
0911025V,2019-01-01,ILE-DE-FRANCE,VERSAILLES,ESSONNE,RIS-ORANGIS,COLLEGE,PUBLIC,960,1,90.2
0911493D,2019-01-01,ILE-DE-FRANCE,VERSAILLES,ESSONNE,QUINCY-SOUS-SENART,LYCEE PROFESSIONNEL,PUBLIC,24,0,86.2
0911143Y,2019-01-01,ILE-DE-FRANCE,VERSAILLES,ESSONNE,ORSAY,COLLEGE,PUBLIC,644,0,141.1
0912174U,2019-01-01,ILE-DE-FRANCE,VERSAILLES,ESSONNE,NOZAY,COLLEGE,PUBLIC,535,0,114.9
0911345T,2019-01-01,ILE-DE-FRANCE,VERSAILLES,ESSONNE,MONTLHERY,COLLEGE,PUBLIC,836,0,113.3
0910980W,2019-01-01,ILE-DE-FRANCE,VERSAILLES,ESSONNE,MONTLHERY,COLLEGE PRIVE,PRIVE,190,0,100.4
0911751J,2019-01-01,ILE-DE-FRANCE,VERSAILLES,ESSONNE,LA VILLE-DU-BOIS,COLLEGE PRIVE,PRIVE,991,0,141.3
0912276E,2019-01-01,ILE-DE-FRANCE,VERSAILLES,ESSONNE,LARDY,COLLEGE,PUBLIC,459,0,119.8
0911255V,2019-01-01,ILE-DE-FRANCE,VERSAILLES,ESSONNE,LA NORVILLE,COLLEGE,PUBLIC,614,0,114.8
0911028Y,2019-01-01,ILE-DE-FRANCE,VERSAILLES,ESSONNE,JUVISY-SUR-ORGE,COLLEGE,PUBLIC,640,0,100.8
0912196T,2019-01-01,ILE-DE-FRANCE,VERSAILLES,ESSONNE,GRIGNY,COLLEGE,PUBLIC,640,0,74.8
0911865H,2019-01-01,ILE-DE-FRANCE,VERSAILLES,ESSONNE,EVRY-COURCOURONNES,COLLEGE,PUBLIC,557,1,84.5
0911748F,2019-01-01,ILE-DE-FRANCE,VERSAILLES,ESSONNE,EVRY-COURCOURONNES,COLLEGE PRIVE,PRIVE,897,0,132.7
0911747E,2019-01-01,ILE-DE-FRANCE,VERSAILLES,ESSONNE,ETAMPES,COLLEGE PRIVE,PRIVE,490,0,129.7
0911443Z,2019-01-01,ILE-DE-FRANCE,VERSAILLES,ESSONNE,CORBEIL-ESSONNES,COLLEGE,PUBLIC,696,1,83.0
0910829G,2019-01-01,ILE-DE-FRANCE,VERSAILLES,ESSONNE,CORBEIL-ESSONNES,COLLEGE PRIVE,PRIVE,933,0,127.2
0910752Y,2019-01-01,ILE-DE-FRANCE,VERSAILLES,ESSONNE,CORBEIL-ESSONNES,COLLEGE,PUBLIC,574,0,91.7
0910967G,2019-01-01,ILE-DE-FRANCE,VERSAILLES,ESSONNE,BURES-SUR-YVETTE,COLLEGE,PUBLIC,468,0,139.0
0910843X,2019-01-01,ILE-DE-FRANCE,VERSAILLES,ESSONNE,BRUNOY,LYCEE POLYVALENT PRIVE,PRIVE,18,0,116.0
0911039K,2019-01-01,ILE-DE-FRANCE,VERSAILLES,ESSONNE,BRETIGNY-SUR-ORGE,COLLEGE,PUBLIC,822,0,101.8
0755747P,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,369,1,89.7
0755241P,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,378,0,99.4
0755030K,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,327,1,80.0
0755000C,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,547,0,98.4
0754757N,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE PRIVE,PRIVE,395,0,149.2
0754029X,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,LYC POLYVAL PRIVE DES METIERS,PRIVE,35,0,122.3
0754007Y,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE PRIVE,PRIVE,505,0,131.1
0754004V,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE PRIVE,PRIVE,482,0,134.3
0753965C,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE PRIVE,PRIVE,230,0,131.8
0753939Z,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,336,1,79.3
0753937X,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,380,1,96.6
0753345D,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,464,1,89.1
0752936J,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE PRIVE,PRIVE,552,0,136.2
0752934G,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE PRIVE,PRIVE,1055,0,143.0
0752925X,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE PRIVE,PRIVE,351,0,141.1
0752923V,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE PRIVE,PRIVE,703,0,140.0
0752846L,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,LP LYCEE DES METIERS,PUBLIC,32,0,80.6
0752843H,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE PRIVE,PRIVE,688,0,145.3
0752821J,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE PRIVE,PRIVE,561,0,148.3
0752799K,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,ETAB.REGIONAL ENSEIGNT ADAPTE,PUBLIC,22,0,
0752696Y,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,550,0,105.0
0752550P,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,814,0,137.0
0752542F,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,460,0,121.9
0752538B,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,507,0,118.7
0752530T,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,712,0,133.1
0752527P,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,541,0,134.8
0752526N,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,661,0,145.6
0752251P,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,523,0,124.3
0752198G,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,540,1,84.7
0752195D,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,377,1,85.5
0752107H,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,707,0,130.3
0751710B,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,LYCEE PROFESSIONNEL,PUBLIC,34,0,77.6
0750808W,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,LYCEE PROFESSIONNEL,PUBLIC,26,0,76.6
0750611G,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,568,0,113.6
0750607C,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,609,0,111.5
0750591K,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,551,0,120.5
0750552T,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,494,1,107.8
0750546L,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,367,0,78.2
0750507U,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,594,0,109.3
0750484U,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,296,1,93.5
0750429J,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,435,0,123.0
0750362L,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,443,0,126.9
0941294W,2019-01-01,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,VITRY-SUR-SEINE,LYCEE POLYVALENT,PUBLIC,24,0,90.5
0941032L,2019-01-01,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,VITRY-SUR-SEINE,COLLEGE,PUBLIC,433,0,83.1
0940042K,2019-01-01,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,VITRY-SUR-SEINE,COLLEGE,PUBLIC,442,0,99.8
0940749D,2019-01-01,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,VILLENEUVE-SAINT-GEORGES,COLLEGE,PUBLIC,615,1,78.2
0941234F,2019-01-01,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,VILLENEUVE-LE-ROI,COLLEGE,PUBLIC,377,0,104.1
0941039U,2019-01-01,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,VILLEJUIF,COLLEGE,PUBLIC,415,0,83.8
0942119T,2019-01-01,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,THIAIS,COLLEGE PRIVE,PRIVE,54,0,107.1
0941233E,2019-01-01,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,THIAIS,COLLEGE,PUBLIC,393,0,91.5
0940585A,2019-01-01,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,SAINT-MAUR-DES-FOSSES,LPO LYCEE DES METIERS,PUBLIC,24,0,115.7
0940790Y,2019-01-01,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,SAINT-MANDE,COLLEGE,PUBLIC,457,0,128.3
0941044Z,2019-01-01,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,ORLY,COLLEGE,PUBLIC,593,0,78.5
0941713B,2019-01-01,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,NOGENT-SUR-MARNE,COLLEGE PRIVE,PRIVE,616,0,142.5
0941599C,2019-01-01,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,NOGENT-SUR-MARNE,COLLEGE,PUBLIC,469,0,137.0
0941091A,2019-01-01,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,NOGENT-SUR-MARNE,COLLEGE,PUBLIC,522,0,113.8
0941603G,2019-01-01,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,LIMEIL-BREVANNES,COLLEGE,PUBLIC,679,1,91.8
0940583Y,2019-01-01,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,L'HAY-LES-ROSES,COLLEGE,PUBLIC,675,0,109.7
0941410X,2019-01-01,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,LA QUEUE-EN-BRIE,COLLEGE,PUBLIC,647,0,109.6
0940038F,2019-01-01,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,JOINVILLE-LE-PONT,COLLEGE,PUBLIC,405,0,118.2
0941025D,2019-01-01,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,IVRY-SUR-SEINE,COLLEGE,PUBLIC,550,1,82.0
0940582X,2019-01-01,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,FRESNES,COLLEGE,PUBLIC,414,0,98.9
0941298A,2019-01-01,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,FONTENAY-SOUS-BOIS,LYCEE PROFESSIONNEL,PUBLIC,24,0,83.2
0941942A,2019-01-01,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,CRETEIL,COLLEGE PRIVE,PRIVE,135,0,127.5
0941018W,2019-01-01,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,CRETEIL,LYCEE POLYVALENT,PUBLIC,20,0,93.5
0940521F,2019-01-01,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,CRETEIL,COLLEGE,PUBLIC,500,1,81.5
0940100Y,2019-01-01,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,CRETEIL,COLLEGE,PUBLIC,440,0,101.3
0941229A,2019-01-01,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,CHOISY-LE-ROI,COLLEGE,PUBLIC,796,0,96.4
0941299B,2019-01-01,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,CHAMPIGNY-SUR-MARNE,COLLEGE,PUBLIC,802,1,92.8
0940807S,2019-01-01,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,CHAMPIGNY-SUR-MARNE,COLLEGE PRIVE,PRIVE,339,0,122.0
0940823J,2019-01-01,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,CACHAN,LP PR LYCEE DES METIERS,PRIVE,17,0,103.7
0940887D,2019-01-01,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,BRY-SUR-MARNE,COLLEGE PRIVE,PRIVE,468,0,133.7
0940612E,2019-01-01,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,BOISSY-SAINT-LEGER,COLLEGE,PUBLIC,370,0,107.0
0941020Y,2019-01-01,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,ALFORTVILLE,COLLEGE,PUBLIC,427,0,94.6
0932334G,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,VILLETANEUSE,COLLEGE,PUBLIC,491,1,82.2
0931206F,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,VILLETANEUSE,COLLEGE,PUBLIC,552,0,74.7
0931607S,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,VILLEPINTE,COLLEGE,PUBLIC,605,1,86.1
0931191P,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,TREMBLAY-EN-FRANCE,COLLEGE,PUBLIC,500,0,107.8
0931149U,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,TREMBLAY-EN-FRANCE,COLLEGE,PUBLIC,820,1,91.3
0932261C,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,SAINT-OUEN,COLLEGE,PUBLIC,516,1,83.6
0931490P,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,SAINT-DENIS,COLLEGE,PUBLIC,379,0,77.1
0931224A,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,PIERREFITTE-SUR-SEINE,COLLEGE,PUBLIC,656,1,74.4
0931713G,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,PANTIN,COLLEGE,PUBLIC,731,0,79.7
0930135S,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,PANTIN,LYCEE PROFESSIONNEL,PUBLIC,23,0,72.0
0932333F,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,NOISY-LE-GRAND,COLLEGE,PUBLIC,514,0,105.1
0932696A,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,MONTREUIL,COLLEGE,PUBLIC,332,0,99.1
0932579Y,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,MONTREUIL,COLLEGE,PUBLIC,488,1,80.2
0931845A,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,MONTREUIL,COLLEGE PRIVE,PRIVE,496,0,131.5
0931213N,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,MONTREUIL,COLLEGE,PUBLIC,508,1,87.5
0931707A,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,MONTFERMEIL,COLLEGE,PUBLIC,696,1,88.3
0932454M,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,LIVRY-GARGAN,COLLEGE,PUBLIC,732,0,103.3
0930136T,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,LES PAVILLONS-SOUS-BOIS,LPO LYCEE DES METIERS,PUBLIC,26,0,81.6
0930128J,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,LA COURNEUVE,LYCEE PROFESSIONNEL,PUBLIC,14,0,73.7
0931735F,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,EPINAY-SUR-SEINE,LPO LYCEE DES METIERS,PUBLIC,16,0,75.3
0931207G,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,EPINAY-SUR-SEINE,COLLEGE,PUBLIC,449,1,82.8
0931145P,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,EPINAY-SUR-SEINE,COLLEGE,PUBLIC,804,1,84.7
0930892P,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,DRANCY,COLLEGE,PUBLIC,604,0,89.3
0930936M,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,BAGNOLET,LYCEE POLYVALENT PRIVE,PRIVE,15,0,104.5
0932310F,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,AULNAY-SOUS-BOIS,COLLEGE,PUBLIC,623,1,78.3
0931434D,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,AULNAY-SOUS-BOIS,COLLEGE,PUBLIC,641,0,77.6
0930891N,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,AULNAY-SOUS-BOIS,COLLEGE,PUBLIC,601,1,70.1
0930859D,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,AULNAY-SOUS-BOIS,COLLEGE,PUBLIC,842,0,92.2
0930903B,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,AUBERVILLIERS,COLLEGE PRIVE,PRIVE,396,0,96.6
0930902A,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,AUBERVILLIERS,COLLEGE PRIVE,PRIVE,481,0,92.7
0771930E,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,VOISENON,COLLEGE PRIVE,PRIVE,840,0,129.5
0772650M,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,VILLENEUVE-LE-COMTE,COLLEGE PRIVE,PRIVE,57,0,103.4
