uai,rentree_scolaire,region_academique,academie,departement,commune,denomination_principale,secteur,nb_eleves,rep,ips
0772091E,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,TRILPORT,COLLEGE,PUBLIC,554,0,105.5
0771991W,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,TORCY,COLLEGE,PUBLIC,503,0,99.2
0771960M,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,SAVIGNY-LE-TEMPLE,COLLEGE,PUBLIC,682,0,99.8
0771518G,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,SAVIGNY-LE-TEMPLE,COLLEGE,PUBLIC,680,0,85.3
0772154Y,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,SAINT-THIBAULT-DES-VIGNES,COLLEGE,PUBLIC,553,0,120.8
0772483F,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,SAINT-SOUPPLETS,COLLEGE,PUBLIC,353,0,104.4
0771514C,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,ROZAY-EN-BRIE,COLLEGE,PUBLIC,678,0,113.3
0771657H,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,ROISSY-EN-BRIE,COLLEGE,PUBLIC,649,0,102.8
0771563F,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,ROISSY-EN-BRIE,COLLEGE,PUBLIC,764,0,108.4
0771770F,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,REBAIS,COLLEGE,PUBLIC,470,0,105.8
0771419Z,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,PONTAULT-COMBAULT,COLLEGE,PUBLIC,736,0,106.6
0772427V,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,PERTHES,COLLEGE,PUBLIC,518,0,120.8
0771620T,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,MORMANT,COLLEGE,PUBLIC,731,0,106.3
0770038Y,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,MORET-LOING-ET-ORVANNE,COLLEGE,PUBLIC,654,0,121.2
0771567K,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,MONTEREAU-FAULT-YONNE,COLLEGE,PUBLIC,771,1,97.4
0771618R,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,MOISSY-CRAMAYEL,COLLEGE,PUBLIC,571,1,91.8
0771762X,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,MELUN,COLLEGE,PUBLIC,669,0,101.3
0771238C,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,MELUN,LYCEE POLYVALENT PRIVE,PRIVE,37,0,126.8
0771029A,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,MEAUX,COLLEGE,PUBLIC,674,0,75.2
0771068T,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,LE CHATELET-EN-BRIE,COLLEGE,PUBLIC,482,0,111.4
0771659K,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,LA FERTE-SOUS-JOUARRE,COLLEGE,PUBLIC,453,0,100.5
0771222K,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,LA FERTE-SOUS-JOUARRE,COLLEGE PRIVE,PRIVE,480,0,125.6
0770009S,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,LA CHAPELLE-LA-REINE,COLLEGE,PUBLIC,493,0,122.1
0770020D,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,DONNEMARIE-DONTILLY,COLLEGE,PUBLIC,542,0,106.5
0772190M,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,DAMMARTIN-EN-GOELE,COLLEGE,PUBLIC,751,0,107.1
0772248A,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,CREGY-LES-MEAUX,COLLEGE,PUBLIC,683,0,114.7
0771513B,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,COULOMMIERS,COLLEGE,PUBLIC,665,0,101.8
0771236A,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,COUILLY-PONT-AUX-DAMES,COLLEGE PRIVE,PRIVE,221,0,95.2
0771658J,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,CONGIS-SUR-THEROUANNE,LPO LYCEE DES METIERS,PUBLIC,21,0,101.7
0771766B,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,CHELLES,COLLEGE,PUBLIC,711,0,102.5
0771511Z,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,CHAMPS-SUR-MARNE,COLLEGE,PUBLIC,475,0,108.2
0771342R,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,CHAMPAGNE-SUR-SEINE,COLLEGE,PUBLIC,738,0,102.1
0770342D,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,CHAMIGNY,LYCEE D'ENSEIGNEMENT ADAPTE,PUBLIC,8,0,
0772413E,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,BUSSY-SAINT-GEORGES,COLLEGE,PUBLIC,580,0,106.5
0770002J,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,BOIS-LE-ROI,COLLEGE,PUBLIC,496,0,140.4
0772548B,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,BAILLY-ROMAINVILLIERS,COLLEGE,PUBLIC,522,0,127.3
0780718G,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,VERSAILLES,COLLEGE,PUBLIC,445,0,121.8
0780210E,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,VELIZY-VILLACOUBLAY,COLLEGE,PUBLIC,596,0,124.1
0780714C,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,SAINT-GERMAIN-EN-LAYE,COLLEGE,PUBLIC,796,0,134.7
0780186D,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,SAINT-CYR-L'ECOLE,COLLEGE,PUBLIC,618,0,111.6
0780712A,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,SAINT-ARNOULT-EN-YVELINES,COLLEGE,PUBLIC,659,0,123.5
0781886B,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,RAMBOUILLET,COLLEGE,PUBLIC,730,0,130.3
0780846W,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,RAMBOUILLET,COLLEGE,PUBLIC,325,0,118.0
0781591F,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,POISSY,COLLEGE PRIVE,PRIVE,575,0,143.8
0780264N,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,POISSY,COLLEGE,PUBLIC,451,0,81.4
0783533S,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,MANTES-LA-VILLE,LPO LYCEE DES METIERS,PUBLIC,23,0,81.2
0783254N,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,MANTES-LA-JOLIE,COLLEGE,PUBLIC,280,0,74.2
0781977A,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,MANTES-LA-JOLIE,COLLEGE,PUBLIC,348,0,74.2
0781590E,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,MANTES-LA-JOLIE,COLLEGE PRIVE,PRIVE,754,0,139.8
0780708W,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,MANTES-LA-JOLIE,COLLEGE,PUBLIC,652,0,111.5
0781587B,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,MAISONS-LAFFITTE,COLLEGE PRIVE,PRIVE,375,0,143.8
0781914G,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,LES MUREAUX,COLLEGE,PUBLIC,592,1,79.3
0781632A,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,JOUARS-PONTCHARTRAIN,COLLEGE,PUBLIC,602,0,136.7
0783253M,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,HOUILLES,COLLEGE,PUBLIC,642,0,123.3
0783378Y,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,GUYANCOURT,COLLEGE,PUBLIC,390,0,113.9
0781695U,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,GUYANCOURT,COLLEGE,PUBLIC,421,0,100.7
0780575B,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,CHATOU,COLLEGE,PUBLIC,502,0,135.1
0781986K,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,CHANTELOUP-LES-VIGNES,COLLEGE,PUBLIC,300,1,89.0
0781683F,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,CHAMBOURCY,COLLEGE,PUBLIC,606,0,131.5
0783546F,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,BUC,COLLEGE,PUBLIC,352,0,150.8
0952080V,2019-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,VIGNY,COLLEGE,PUBLIC,482,0,124.5
0951197K,2019-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,TAVERNY,COLLEGE,PUBLIC,728,0,107.1
0951196J,2019-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,SARCELLES,COLLEGE,PUBLIC,620,1,78.6
0950947N,2019-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,SARCELLES,LYCEE POLYVALENT,PUBLIC,21,0,82.2
0951195H,2019-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,SAINT-OUEN-L'AUMONE,COLLEGE,PUBLIC,693,1,94.9
0950931W,2019-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,SAINT-BRICE-SOUS-FORET,COLLEGE,PUBLIC,620,0,104.5
0951943W,2019-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,PONTOISE,COLLEGE PRIVE,PRIVE,243,0,134.4
0951799P,2019-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,MONTMORENCY,COLLEGE,PUBLIC,511,0,128.3
0951800R,2019-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,MONTIGNY-LES-CORMEILLES,COLLEGE,PUBLIC,579,1,89.5
0951725J,2019-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,MERY-SUR-OISE,COLLEGE,PUBLIC,575,0,111.1
0951102G,2019-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,MAGNY-EN-VEXIN,COLLEGE,PUBLIC,494,0,110.7
0950908W,2019-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,LOUVRES,COLLEGE,PUBLIC,556,0,101.0
0951801S,2019-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,JOUY-LE-MOUTIER,COLLEGE,PUBLIC,408,0,109.3
0950932X,2019-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,HERBLAY,COLLEGE,PUBLIC,875,0,120.8
0951920W,2019-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,GONESSE,COLLEGE,PUBLIC,470,1,81.6
0950793W,2019-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,FRANCONVILLE,COLLEGE PRIVE,PRIVE,499,0,122.5
0950022H,2019-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,FRANCONVILLE,COLLEGE,PUBLIC,561,0,89.4
0950926R,2019-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,FOSSES,COLLEGE,PUBLIC,809,0,101.0
0950019E,2019-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,ERMONT,COLLEGE,PUBLIC,711,0,124.0
0950752B,2019-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,ECOUEN,COLLEGE PRIVE,PRIVE,461,0,121.4
0951724H,2019-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,COURDIMANCHE,COLLEGE,PUBLIC,656,0,122.1
0951099D,2019-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,CORMEILLES-EN-PARISIS,COLLEGE,PUBLIC,625,0,119.9
0950790T,2019-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,CORMEILLES-EN-PARISIS,COLLEGE PRIVE,PRIVE,368,0,142.4
0951964U,2019-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,CERGY,COLLEGE,PUBLIC,542,0,91.4
0951401G,2019-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,CERGY,COLLEGE,PUBLIC,568,1,86.7
0952087C,2019-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,BERNES-SUR-OISE,COLLEGE,PUBLIC,506,0,107.5
0950800D,2019-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,ARGENTEUIL,LYCEE PROFESSIONNEL PRIVE,PRIVE,47,0,97.8
0921159K,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,VILLENEUVE-LA-GARENNE,COLLEGE,PUBLIC,715,1,83.1
0921919L,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,VAUCRESSON,COLLEGE PRIVE,PRIVE,129,0,127.6
0921240Y,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,VANVES,COLLEGE,PUBLIC,502,0,117.1
0921591E,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,SAINT-CLOUD,COLLEGE,PUBLIC,731,0,143.8
0921916H,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,RUEIL-MALMAISON,COLLEGE PRIVE,PRIVE,718,0,155.2
0921234S,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,RUEIL-MALMAISON,COLLEGE,PUBLIC,518,0,120.9
0921500F,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,PUTEAUX,LP LYCEE DES METIERS,PUBLIC,23,0,85.9
0921912D,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,NEUILLY-SUR-SEINE,COLLEGE PRIVE,PRIVE,465,0,150.4
0922579D,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,NANTERRE,COLLEGE,PUBLIC,79,0,150.7
0921589C,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,NANTERRE,COLLEGE,PUBLIC,421,0,81.8
0920077J,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,NANTERRE,COLLEGE,PUBLIC,597,0,102.2
0921782M,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,MEUDON,COLLEGE,PUBLIC,649,0,134.2
0922610M,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,ISSY-LES-MOULINEAUX,COLLEGE,PUBLIC,465,0,132.0
0920881H,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,GARCHES,COLLEGE,PUBLIC,649,0,130.0
0920810F,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,GARCHES,ETAB.REGIONAL ENSEIGNT ADAPTE,PUBLIC,34,0,
0920963X,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,FONTENAY-AUX-ROSES,LYCEE POLYVALENT PRIVE,PRIVE,18,0,109.5
0922615T,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,COURBEVOIE,LYCEE GENERAL ET TECHNOLOGIQUE,PUBLIC,18,0,121.1
0922523T,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,COURBEVOIE,COLLEGE,PUBLIC,637,0,138.3
0921908Z,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,COLOMBES,COLLEGE PRIVE,PRIVE,868,0,138.7
0921160L,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,COLOMBES,COLLEGE,PUBLIC,802,1,91.7
0920592U,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,COLOMBES,COLLEGE,PUBLIC,542,1,90.8
0922595W,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,CLICHY,COLLEGE,PUBLIC,623,0,91.8
0920998K,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,CLAMART,COLLEGE PRIVE,PRIVE,371,0,127.3
0921906X,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,CHATENAY-MALABRY,COLLEGE PRIVE,PRIVE,809,0,143.4
0922443F,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,BOULOGNE-BILLANCOURT,LPO LYCEE DES METIERS,PUBLIC,24,0,95.8
0920680P,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,BAGNEUX,LYCEE PROFESSIONNEL,PUBLIC,24,0,91.8
0922565N,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,ASNIERES-SUR-SEINE,COLLEGE,PUBLIC,761,0,124.1
0922256C,2019-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,ASNIERES-SUR-SEINE,COLLEGE PRIVE,PRIVE,228,0,119.8
0911752K,2019-01-01,ILE-DE-FRANCE,VERSAILLES,ESSONNE,VIRY-CHATILLON,COLLEGE PRIVE,PRIVE,868,0,129.3
0911601W,2019-01-01,ILE-DE-FRANCE,VERSAILLES,ESSONNE,VERRIERES-LE-BUISSON,COLLEGE PRIVE,PRIVE,104,0,145.8
0910057T,2019-01-01,ILE-DE-FRANCE,VERSAILLES,ESSONNE,VERRIERES-LE-BUISSON,COLLEGE,PUBLIC,601,0,132.8
0911257X,2019-01-01,ILE-DE-FRANCE,VERSAILLES,ESSONNE,SAINT-MICHEL-SUR-ORGE,COLLEGE,PUBLIC,740,0,114.2
0911899V,2019-01-01,ILE-DE-FRANCE,VERSAILLES,ESSONNE,SAINT-GERMAIN-LES-ARPAJON,COLLEGE,PUBLIC,573,0,97.9
0911042N,2019-01-01,ILE-DE-FRANCE,VERSAILLES,ESSONNE,SAINTE-GENEVIEVE-DES-BOIS,COLLEGE,PUBLIC,800,1,86.0
0910046F,2019-01-01,ILE-DE-FRANCE,VERSAILLES,ESSONNE,PALAISEAU,COLLEGE,PUBLIC,440,0,113.8
0912175V,2019-01-01,ILE-DE-FRANCE,VERSAILLES,ESSONNE,OLLAINVILLE,COLLEGE,PUBLIC,547,0,121.8
0911488Y,2019-01-01,ILE-DE-FRANCE,VERSAILLES,ESSONNE,MORSANG-SUR-ORGE,COLLEGE,PUBLIC,468,0,101.4
0910677S,2019-01-01,ILE-DE-FRANCE,VERSAILLES,ESSONNE,MONTGERON,COLLEGE,PUBLIC,632,0,97.7
0911253T,2019-01-01,ILE-DE-FRANCE,VERSAILLES,ESSONNE,GRIGNY,COLLEGE,PUBLIC,656,0,66.7
0911036G,2019-01-01,ILE-DE-FRANCE,VERSAILLES,ESSONNE,GRIGNY,COLLEGE,PUBLIC,596,0,66.1
0911444A,2019-01-01,ILE-DE-FRANCE,VERSAILLES,ESSONNE,EVRY-COURCOURONNES,COLLEGE,PUBLIC,525,0,89.6
0911254U,2019-01-01,ILE-DE-FRANCE,VERSAILLES,ESSONNE,EVRY-COURCOURONNES,LPO LYCEE DES METIERS,PUBLIC,20,0,83.5
0910021D,2019-01-01,ILE-DE-FRANCE,VERSAILLES,ESSONNE,EVRY-COURCOURONNES,COLLEGE,PUBLIC,690,0,89.3
0911491B,2019-01-01,ILE-DE-FRANCE,VERSAILLES,ESSONNE,DOURDAN,COLLEGE,PUBLIC,774,0,110.8
0911570M,2019-01-01,ILE-DE-FRANCE,VERSAILLES,ESSONNE,CORBEIL-ESSONNES,COLLEGE,PUBLIC,519,0,74.0
0911490A,2019-01-01,ILE-DE-FRANCE,VERSAILLES,ESSONNE,BRETIGNY-SUR-ORGE,COLLEGE,PUBLIC,624,0,101.3
0911022S,2019-01-01,ILE-DE-FRANCE,VERSAILLES,ESSONNE,BOUSSY-SAINT-ANTOINE,COLLEGE,PUBLIC,884,0,105.0
0910025H,2019-01-01,ILE-DE-FRANCE,VERSAILLES,ESSONNE,ATHIS-MONS,COLLEGE,PUBLIC,573,0,96.2
0755778Y,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,295,0,92.1
0755052J,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE PRIVE,PRIVE,181,0,121.2
0754025T,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,LYCEE POLYVALENT PRIVE,PRIVE,68,0,121.6
0754003U,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE PRIVE,PRIVE,362,0,125.2
0753996L,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE PRIVE,PRIVE,334,0,135.5
0753967E,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE PRIVE,PRIVE,470,0,134.0
0753938Y,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,436,0,83.8
0753896C,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE PRIVE,PRIVE,959,0,141.0
0753854G,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE PRIVE,PRIVE,81,0,129.2
0753381T,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE PRIVE,PRIVE,739,0,107.3
0753350J,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,LYCEE PROFESSIONNEL,PUBLIC,31,0,78.5
0753047E,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,367,1,103.0
0753046D,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,497,1,99.6
0752906B,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE PRIVE,PRIVE,628,0,144.6
0752900V,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE PRIVE,PRIVE,1314,0,145.6
0752898T,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE PRIVE,PRIVE,520,0,150.0
0752896R,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE PRIVE,PRIVE,381,0,144.9
0752894N,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE PRIVE,PRIVE,460,0,148.6
0752882A,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE PRIVE,PRIVE,455,0,146.2
0752874S,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE PRIVE,PRIVE,670,0,147.1
0752870M,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE PRIVE,PRIVE,1090,0,151.5
0752829T,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,329,0,115.8
0752693V,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,481,0,128.1
0752554U,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,756,0,113.0
0752549N,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,778,0,141.0
0752548M,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,1477,0,128.3
0752547L,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,340,0,110.8
0752543G,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,340,0,128.9
0752539C,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,519,0,122.2
0752525M,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,470,0,135.3
0752524L,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,448,0,130.0
0752523K,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,406,0,107.8
0752319N,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,420,0,111.9
0752317L,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,455,0,127.8
0752248L,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,332,0,123.2
0752196E,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,463,1,83.9
0752192A,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,448,0,127.1
0751790N,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,605,0,141.8
0751707Y,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,400,1,94.0
0751706X,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,447,0,108.1
0751705W,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,514,0,113.4
0750770E,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,LYCEE PROFESSIONNEL,PUBLIC,47,0,85.3
0750676C,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,LYCEE POLYVALENT,PUBLIC,11,0,110.0
0750650Z,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,LPO LYCEE DES METIERS,PUBLIC,14,0,78.6
0750610F,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,439,0,107.8
0750609E,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,486,0,113.2
0750584C,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,392,0,113.0
0750575T,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,419,1,93.9
0750553U,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,LYCEE PROFESSIONNEL,PUBLIC,19,0,78.0
0750525N,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,COLLEGE,PUBLIC,448,0,126.9
0750508V,2019-01-01,ILE-DE-FRANCE,PARIS,PARIS,PARIS,LYCEE PROFESSIONNEL,PUBLIC,11,0,79.5
