,rentree_scolaire,region_academique,academie,departement,code_postal,commune,uai,denomination_principale,patronyme,secteur,nombre_d_eleves
1095,2020,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,77300,FONTAINEBLEAU,0771232W,LYCEE GENERAL PRIVE,ICEF SAINT ASPAIS,PRIVE,361
1096,2020,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,77305,FONTAINEBLEAU,0770926N,LYCEE GENERAL ET TECHNOLOGIQUE,FRANCOIS COUPERIN,PUBLIC,1284
1097,2020,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,77330,OZOIR-LA-FERRIERE,0772324H,LYCEE GENERAL ET TECHNOLOGIQUE,CAMPUS SAINTE THERESE,PRIVE,514
1098,2020,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,77335,MEAUX,0770931U,LYCEE POLYVALENT,PIERRE DE COUBERTIN,PUBLIC,1334
1099,2020,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,77347,PONTAULT-COMBAULT,0772243V,LYCEE GENERAL ET TECHNOLOGIQUE,CAMILLE CLAUDEL,PUBLIC,1080
1100,2020,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,77350,LE MEE-SUR-SEINE,0771663P,LYCEE GENERAL ET TECHNOLOGIQUE,GEORGE SAND,PUBLIC,521
1101,2020,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,77370,NANGIS,0772277G,LYCEE POLYVALENT,HENRI BECQUEREL,PUBLIC,508
1102,2020,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,77385,COMBS-LA-VILLE,0772127U,LYCEE GENERAL ET TECHNOLOGIQUE,GALILEE,PUBLIC,736
1103,2020,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,77400,LAGNY-SUR-MARNE,0771237B,LYCEE GENERAL ET TECHNOLOGIQUE,ST LAURENT-LA PAIX NOTRE DAME,PRIVE,1016
1104,2020,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,77400,LAGNY-SUR-MARNE,0771512A,LYCEE GENERAL ET TECHNOLOGIQUE,VAN DONGEN,PUBLIC,1096
1105,2020,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,77420,CHAMPS-SUR-MARNE,0772223Y,LYCEE POLYVALENT,RENE DESCARTES,PUBLIC,566
1106,2020,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,77430,CHAMPAGNE-SUR-SEINE,0770920G,LPO LYCEE DES METIERS,LA FAYETTE,PUBLIC,236
1107,2020,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,77440,CONGIS-SUR-THEROUANNE,0771658J,LPO LYCEE DES METIERS,DU GUE A TRESMES,PUBLIC,147
1108,2020,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,77481,PROVINS,0771336J,LPO LYCEE DES METIERS,LES PANNEVELLES,PUBLIC,473
1109,2020,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,77500,CHELLES,0771720B,LYCEE GENERAL PRIVE,GUY GASNIER-SAINTE BATHILDE,PRIVE,302
1110,2020,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,77500,CHELLES,0772276F,LYCEE POLYVALENT,JEHAN DE CHELLES,PUBLIC,782
1111,2020,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,77501,CHELLES,0771171E,LP LYCEE DES METIERS,LOUIS LUMIERE,PUBLIC,8
1112,2020,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,77505,CHELLES,0770922J,LYCEE GENERAL ET TECHNOLOGIQUE,GASTON BACHELARD,PUBLIC,1585
1113,2020,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,77527,COULOMMIERS,0770924L,LPO LYCEE DES METIERS,DE COULOMMIERS,PUBLIC,1162
1114,2020,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,77540,ROZAY-EN-BRIE,0772295B,LYCEE POLYVALENT,LA TOUR DES DAMES,PUBLIC,737
1115,2020,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,77552,MOISSY-CRAMAYEL,0772296C,LYCEE POLYVALENT,DE LA MARE CARREE,PUBLIC,1060
1116,2020,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,77600,BUSSY-SAINT-GEORGES,0772275E,LYCEE POLYVALENT PRIVE,MAURICE RONDEAU,PRIVE,599
1117,2020,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,77600,BUSSY-SAINT-GEORGES,0772292Y,LYCEE GENERAL ET TECHNOLOGIQUE,MARTIN LUTHER KING,PUBLIC,1203
1118,2020,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,77680,ROISSY-EN-BRIE,0771763Y,LYCEE GENERAL ET TECHNOLOGIQUE,CHARLES LE CHAUVE,PUBLIC,1278
1119,2020,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,77700,SERRIS,0772688D,LYCEE POLYVALENT,EMILIE DU CHATELET,PUBLIC,1032
1120,2020,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,77791,NEMOURS,0770940D,LYCEE POLYVALENT,ETIENNE BEZOUT,PUBLIC,862
1121,2020,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,77834,OZOIR-LA-FERRIERE,0772225A,LYCEE PROFESSIONNEL,LINO VENTURA,PUBLIC,58
1122,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93000,BOBIGNY,0930962R,LYCEE GENERAL PRIVE,CHARLES PEGUY,PRIVE,248
1123,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93000,BOBIGNY,0931613Y,LYCEE GENERAL ET TECHNOLOGIQUE,LOUISE MICHEL,PUBLIC,1072
1124,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93000,BOBIGNY,0932123C,LPO LYCEE DES METIERS,ANDRE SABATIER,PUBLIC,13
1125,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93100,MONTREUIL,0930965U,LYCEE GENERAL PRIVE,HENRI MATISSE,PRIVE,343
1126,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93100,MONTREUIL,0932116V,LPO LYCEE DES METIERS,EUGENIE COTTON,PUBLIC,197
1127,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93105,MONTREUIL,0930121B,LYCEE GENERAL ET TECHNOLOGIQUE,JEAN JAURES,PUBLIC,1287
1128,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93105,MONTREUIL,0930122C,LYCEE GENERAL ET TECHNOLOGIQUE,CONDORCET,PUBLIC,572
1129,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93107,MONTREUIL,0931796X,LYCEE GENERAL ET TECHNOLOGIQUE,ORT,PRIVE,115
1130,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93110,ROSNY-SOUS-BOIS,0931739K,LYCEE PROFESSIONNEL,JEAN MOULIN,PUBLIC,5
1131,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93110,ROSNY-SOUS-BOIS,0932031C,LYCEE GENERAL ET TECHNOLOGIQUE,CHARLES DE GAULLE,PUBLIC,820
1132,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93120,LA COURNEUVE,0930128J,LYCEE PROFESSIONNEL,DENIS PAPIN,PUBLIC,7
1133,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93120,LA COURNEUVE,0931430Z,LYCEE GENERAL ET TECHNOLOGIQUE,JACQUES BREL,PUBLIC,879
1134,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93120,LA COURNEUVE,0931738J,LYCEE PROFESSIONNEL,ARTHUR RIMBAUD,PUBLIC,6
1135,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93130,NOISY-LE-SEC,0930123D,LYCEE GENERAL ET TECHNOLOGIQUE,OLYMPE DE GOUGES,PUBLIC,831
1136,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93130,NOISY-LE-SEC,0930133P,LYCEE PROFESSIONNEL,THEODORE MONOD,PUBLIC,16
1137,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93140,BONDY,0930933J,LYCEE POLYVALENT PRIVE,ASSOMPTION,PRIVE,291
1138,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93140,BONDY,0932282A,LYCEE POLYVALENT,LEO LAGRANGE,PUBLIC,18
1139,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93141,BONDY,0930118Y,LYCEE GENERAL ET TECHNOLOGIQUE,JEAN RENOIR,PUBLIC,1266
1140,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93150,LE BLANC-MESNIL,0932034F,LYCEE GENERAL ET TECHNOLOGIQUE,WOLFGANG AMADEUS MOZART,PUBLIC,1094
1141,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93150,LE BLANC-MESNIL,0932118X,LYCEE POLYVALENT,JEAN MOULIN,PUBLIC,250
1142,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93155,LE BLANC-MESNIL,0930831Y,LP LYCEE DES METIERS,ARISTIDE BRIAND,PUBLIC,1
1143,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93160,NOISY-LE-GRAND,0932638M,LYCEE POLYVALENT,INTERNATIONAL DE L'EST PARISIE,PUBLIC,548
1144,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93165,NOISY-LE-GRAND,0932047V,LPO LYCEE DES METIERS,EVARISTE GALOIS,PUBLIC,890
1145,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93166,NOISY-LE-GRAND,0931565W,LYCEE GENERAL ET TECHNOLOGIQUE,FLORA TRISTAN,PUBLIC,876
1146,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93167,NOISY-LE-GRAND,0932036H,LYCEE GENERAL ET TECHNOLOGIQUE,FRANCOISE CABRINI,PRIVE,828
1147,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93170,BAGNOLET,0932119Y,LPO LYCEE DES METIERS,EUGENE HENAFF,PUBLIC,594
1148,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93172,BAGNOLET,0930936M,LYCEE POLYVALENT PRIVE,SAINT BENOIST DE L'EUROPE,PRIVE,227
1149,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93190,LIVRY-GARGAN,0931585T,LYCEE GENERAL ET TECHNOLOGIQUE,ANDRE BOULLOCHE,PUBLIC,1122
1150,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93190,LIVRY-GARGAN,0932120Z,LYCEE POLYVALENT,HENRI SELLIER,PUBLIC,463
1151,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93200,SAINT-DENIS,0930138V,LYCEE PROFESSIONNEL,FREDERIC BARTHOLDI,PUBLIC,13
1152,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93200,SAINT-DENIS,0931797Y,LYC POLYVAL PRIVE DES METIERS,JEAN-BAPTISTE DE LA SALLE,PRIVE,671
1153,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93200,SAINT-DENIS,0932121A,LPO LYCEE DES METIERS,SUGER,PUBLIC,609
1154,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93206,SAINT-DENIS,0930125F,LYCEE GENERAL ET TECHNOLOGIQUE,PAUL ELUARD,PUBLIC,1388
1155,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93210,SAINT-DENIS,0932667U,LYCEE POLYVALENT,ROSA PARKS,PUBLIC,762
1156,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93220,GAGNY,0931272C,LYCEE GENERAL ET TECHNOLOGIQUE,GUSTAVE EIFFEL,PUBLIC,1085
1157,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93220,GAGNY,0931464L,LYCEE GENERAL PRIVE,MERKAZ HATORAH GARCONS,PRIVE,65
1158,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93230,ROMAINVILLE,0932267J,LPO LYCEE DES METIERS,LIBERTE,PUBLIC,214
1159,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93240,STAINS,0932030B,LYCEE POLYVALENT,MAURICE UTRILLO,PUBLIC,926
1160,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93240,STAINS,0932654E,LYCEE GENERAL PRIVE,SAINTE MARIE,PRIVE,143
1161,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93250,VILLEMOMBLE,0930127H,LYCEE GENERAL ET TECHNOLOGIQUE,GEORGES CLEMENCEAU,PUBLIC,1197
1162,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93250,VILLEMOMBLE,0930974D,LYCEE GENERAL PRIVE,BLANCHE DE CASTILLE,PRIVE,647
1163,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93250,VILLEMOMBLE,0932221J,LYCEE POLYVALENT,BLAISE PASCAL,PUBLIC,83
1164,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93260,LES LILAS,0932073Y,LYCEE POLYVALENT,PAUL ROBERT,PUBLIC,623
1165,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93270,SEVRAN,0932048W,LYCEE POLYVALENT,BLAISE CENDRARS,PUBLIC,868
1166,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93290,TREMBLAY-EN-FRANCE,0932046U,LPO LYCEE DES METIERS,LEONARD DE VINCI,PUBLIC,724
1167,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93300,AUBERVILLIERS,0930116W,LYCEE GENERAL ET TECHNOLOGIQUE,HENRI WALLON,PUBLIC,836
1168,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93300,AUBERVILLIERS,0931024H,LYCEE PROFESSIONNEL,JEAN-PIERRE TIMBAUD,PUBLIC,12
1169,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93300,AUBERVILLIERS,0932110N,LYCEE GENERAL PRIVE,CHNE OR,PRIVE,67
1170,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93320,LES PAVILLONS-SOUS-BOIS,0930136T,LPO LYCEE DES METIERS,CLAUDE-NICOLAS LEDOUX,PUBLIC,170
1171,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93320,LES PAVILLONS-SOUS-BOIS,0931813R,LYCEE GENERAL PRIVE,ALLIANCE,PRIVE,173
1172,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93330,NEUILLY-SUR-MARNE,0932291K,LPO LYCEE DES METIERS,NICOLAS-JOSEPH CUGNOT,PUBLIC,290
1173,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93340,LE RAINCY,0931812P,LYCEE GENERAL PRIVE,SAINT LOUIS-SAINTE CLOTILDE,PRIVE,467
1174,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93340,LE RAINCY,0932222K,LYCEE POLYVALENT,RENE CASSIN,PUBLIC,180
1175,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93340,LE RAINCY,0932303Y,LYCEE GENERAL PRIVE,MERKAZ HATORAH FILLES,PRIVE,90
1176,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93342,LE RAINCY,0930830X,LYCEE GENERAL ET TECHNOLOGIQUE,ALBERT SCHWEITZER,PUBLIC,1108
1177,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93350,LE BOURGET,0932577W,LYCEE GENERAL ET TECHNOLOGIQUE,GERMAINE TILLION,PUBLIC,689
1178,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93390,CLICHY-SOUS-BOIS,0932026X,LYCEE POLYVALENT,ALFRED NOBEL,PUBLIC,652
1179,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93400,SAINT-OUEN,0932074Z,LYCEE POLYVALENT,MARCEL CACHIN,PUBLIC,295
1180,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93404,SAINT-OUEN,0930126G,LYCEE POLYVALENT,AUGUSTE BLANQUI,PUBLIC,766
1181,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93410,VAUJOURS,0931799A,LYCEE GEN.ET TECHNOL.PRIVE,FENELON,PRIVE,550
1182,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93420,VILLEPINTE,0931584S,LYCEE POLYVALENT,JEAN ROSTAND,PUBLIC,1216
1183,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93420,VILLEPINTE,0932260B,LYCEE POLYVALENT,GEORGES BRASSENS,PUBLIC,72
1184,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93440,DUGNY,0932126F,LPO LYCEE DES METIERS,FRANCOIS RABELAIS,PUBLIC,52
1185,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93440,DUGNY,0932618R,LYCEE TECHNOLOGIQUE PRIVE,ROBERT SCHUMAN,PRIVE,40
1186,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93500,PANTIN,0930124E,LYCEE GENERAL ET TECHNOLOGIQUE,MARCELIN BERTHELOT,PUBLIC,809
1187,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93500,PANTIN,0930135S,LYCEE PROFESSIONNEL,SIMONE WEIL,PUBLIC,12
1188,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93500,PANTIN,0932117W,LYCEE POLYVALENT,LUCIE AUBRAC,PUBLIC,323
1189,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93500,PANTIN,0932653D,LYCEE GENERAL PRIVE,SAINT JOSEPH LA SALLE,PRIVE,205
1190,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93533,AUBERVILLIERS,0930117X,LYCEE GENERAL ET TECHNOLOGIQUE,LE CORBUSIER,PUBLIC,1061
1191,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93600,AULNAY-SOUS-BOIS,0930961P,LYCEE GENERAL PRIVE,ESPERANCE,PRIVE,574
1192,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93600,AULNAY-SOUS-BOIS,0931026K,LYCEE POLYVALENT PRIVE,PROTECTORAT SAINT JOSEPH,PRIVE,55
1193,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93604,AULNAY-SOUS-BOIS,0930833A,LYCEE GENERAL ET TECHNOLOGIQUE,JEAN ZAY,PUBLIC,1333
1194,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93604,AULNAY-SOUS-BOIS,0930834B,LYCEE GENERAL ET TECHNOLOGIQUE,VOILLAUME,PUBLIC,1287
1195,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93700,DRANCY,0930119Z,LYCEE POLYVALENT,EUGENE DELACROIX,PUBLIC,1222
1196,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93700,DRANCY,0932229T,LYCEE POLYVALENT,PAUL LE ROLLAND,PUBLIC,175
1197,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93700,DRANCY,0932619S,LYCEE GENERAL PRIVE,SAINT GERMAIN,PRIVE,325
1198,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93800,EPINAY-SUR-SEINE,0931735F,LPO LYCEE DES METIERS,LOUISE MICHEL,PUBLIC,114
1199,2020,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,93801,EPINAY-SUR-SEINE,0930120A,LYCEE GENERAL ET TECHNOLOGIQUE,JACQUES FEYDER,PUBLIC,1352
1200,2020,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,94000,CRETEIL,0940114N,LYCEE POLYVALENT,ANTOINE DE SAINT EXUPERY,PUBLIC,715
1201,2020,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,94000,CRETEIL,0941018W,LYCEE POLYVALENT,EDOUARD BRANLY,PUBLIC,240
1202,2020,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,94000,CRETEIL,0941413A,LYCEE POLYVALENT,LEON BLUM,PUBLIC,883
1203,2020,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,94000,CRETEIL,0941711Z,LYCEE GENERAL PRIVE,OZAR HATORAH FILLES,PRIVE,109
1204,2020,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,94000,CRETEIL,0941930M,LYCEE POLYVALENT,JOHANNES GUTENBERG,PUBLIC,838
1205,2020,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,94000,CRETEIL,0941943B,LYCEE GENERAL PRIVE,OZAR HATORAH GARCONS,PRIVE,85
1206,2020,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,94000,CRETEIL,0942354Y,LYCEE GENERAL ET TECHNOLOGIQUE,ENSEMBLE SAINTE MARIE,PRIVE,450
1207,2020,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,94100,SAINT-MAUR-DES-FOSSES,0940120V,LYCEE GENERAL ET TECHNOLOGIQUE,MARCELIN BERTHELOT,PUBLIC,1115
1208,2020,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,94100,SAINT-MAUR-DES-FOSSES,0940585A,LPO LYCEE DES METIERS,FRANCOIS MANSART,PUBLIC,464
1209,2020,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,94100,SAINT-MAUR-DES-FOSSES,0940878U,LYCEE GENERAL ET TECHNOLOGIQUE,TEILHARD DE CHARDIN,PRIVE,973
1210,2020,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,94107,SAINT-MAUR-DES-FOSSES,0940121W,LYCEE GENERAL ET TECHNOLOGIQUE,D'ARSONVAL,PUBLIC,975
1211,2020,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,94120,FONTENAY-SOUS-BOIS,0941347D,LYCEE GENERAL ET TECHNOLOGIQUE,PABLO PICASSO,PUBLIC,748
1212,2020,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,94130,NOGENT-SUR-MARNE,0940117S,LYCEE POLYVALENT,EDOUARD BRANLY,PUBLIC,840
1213,2020,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,94130,NOGENT-SUR-MARNE,0940118T,LPO LYCEE DES METIERS,LOUIS ARMAND,PUBLIC,340
1214,2020,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,94130,NOGENT-SUR-MARNE,0940137N,LP LYCEE DES METIERS,LA SOURCE,PUBLIC,26
1215,2020,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,94141,ALFORTVILLE,0940126B,LPO LYCEE DES METIERS,MAXIMILIEN PERRET,PUBLIC,550
1216,2020,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,94165,SAINT-MANDE,0940882Y,LYCEE GENERAL ET TECHNOLOGIQUE,SAINT MICHEL,PRIVE,283
1217,2020,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,94170,LE PERREUX-SUR-MARNE,0940119U,LYCEE POLYVALENT,PAUL DOUMER,PUBLIC,842
1218,2020,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,94190,VILLENEUVE-SAINT-GEORGES,0941952L,LYCEE POLYVALENT,FRANCOIS ARAGO,PUBLIC,640
1219,2020,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,94200,IVRY-SUR-SEINE,0940115P,LYCEE GENERAL ET TECHNOLOGIQUE,ROMAIN ROLLAND,PUBLIC,1108
1220,2020,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,94200,IVRY-SUR-SEINE,0941972H,LPO LYCEE DES METIERS,FERNAND LEGER,PUBLIC,245
1221,2020,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,94214,SAINT-MAUR-DES-FOSSES,0940122X,LYCEE POLYVALENT,CONDORCET,PUBLIC,736
1222,2020,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,94220,CHARENTON-LE-PONT,0941877E,LYCEE GENERAL PRIVE,NOTRE DAME DES MISSIONS,PRIVE,448
1223,2020,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,94220,CHARENTON-LE-PONT,0941974K,LYCEE POLYVALENT,ROBERT SCHUMAN,PUBLIC,578
1224,2020,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,94230,CACHAN,0940580V,LYCEE POLYVALENT,LYCEE POLYVALENT DE CACHAN,PUBLIC,1304
1225,2020,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,94260,FRESNES,0941301D,LYCEE POLYVALENT,FREDERIC MISTRAL,PUBLIC,1148
1226,2020,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,94276,LE KREMLIN-BICETRE,0941474S,LYCEE POLYVALENT,DARIUS MILHAUD,PUBLIC,1028
1227,2020,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,94290,VILLENEUVE-LE-ROI,0940743X,LYCEE POLYVALENT,MARIANNE,PUBLIC,908
1228,2020,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,94300,VINCENNES,0940821G,LYCEE GENERAL ET TECHNOLOGIQUE,GREGOR MENDEL,PRIVE,299
1229,2020,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,94307,VINCENNES,0940124Z,LYCEE GENERAL ET TECHNOLOGIQUE,HECTOR BERLIOZ,PUBLIC,1179
1230,2020,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,94307,VINCENNES,0940822H,LYCEE GENERAL ET TECHNOLOGIQUE,CLAUDE-NICOLAS LEDOUX,PRIVE,540
1231,2020,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,94307,VINCENNES,0940877T,LYCEE GENERAL PRIVE,NOTRE DAME DE LA PROVIDENCE,PRIVE,407
1232,2020,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,94310,ORLY,0940138P,LP LYCEE DES METIERS,ARMAND GUILLAUMIN,PUBLIC,11
1233,2020,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,94320,THIAIS,0940123Y,LYCEE GENERAL ET TECHNOLOGIQUE,GUILLAUME APOLLINAIRE,PUBLIC,1386
1234,2020,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,94320,THIAIS,0942376X,LYCEE GENERAL PRIVE,COURS DU HAMEAU,PRIVE,47
1235,2020,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,94370,SUCY-EN-BRIE,0940891H,LYCEE GENERAL PRIVE,PETIT VAL,PRIVE,409
