uai,rentree_scolaire,region_academique,academie,departement,commune,denomination_principale,secteur,nb_eleves,rep,ips
0341065Y,2019-01-01,OCCITANIE,MONTPELLIER,HERAULT,SETE,COLLEGE,PUBLIC,448,0,76.6
0480025S,2019-01-01,OCCITANIE,MONTPELLIER,LOZERE,MENDE,LYCEE POLYVALENT PRIVE,PRIVE,13,0,106.8
0480607Z,2019-01-01,OCCITANIE,MONTPELLIER,LOZERE,MENDE,COLLEGE,PUBLIC,775,0,114.0
0480034B,2019-01-01,OCCITANIE,MONTPELLIER,LOZERE,MEYRUEIS,COLLEGE PRIVE,PRIVE,75,0,100.4
0480038F,2019-01-01,OCCITANIE,MONTPELLIER,LOZERE,SAINT-CHELY-D'APCHER,COLLEGE PRIVE,PRIVE,262,0,108.1
0480680D,2019-01-01,OCCITANIE,MONTPELLIER,LOZERE,SAINT-CHELY-D'APCHER,LYC POLYVAL PRIVE DES METIERS,PRIVE,26,0,106.6
0480015F,2019-01-01,OCCITANIE,MONTPELLIER,LOZERE,SAINT-ETIENNE-VALLEE-FRANCAISE,COLLEGE,PUBLIC,63,0,103.0
0660001T,2019-01-01,OCCITANIE,MONTPELLIER,PYRENEES-ORIENTALES,ARGELES-SUR-MER,COLLEGE,PUBLIC,596,0,95.4
0660924W,2019-01-01,OCCITANIE,MONTPELLIER,PYRENEES-ORIENTALES,ARGELES-SUR-MER,LYCEE POLYVALENT,PUBLIC,24,0,99.6
0660018L,2019-01-01,OCCITANIE,MONTPELLIER,PYRENEES-ORIENTALES,PERPIGNAN,COLLEGE,PUBLIC,496,0,69.9
0660062J,2019-01-01,OCCITANIE,MONTPELLIER,PYRENEES-ORIENTALES,PERPIGNAN,COLLEGE PRIVE,PRIVE,487,0,128.6
0660078B,2019-01-01,OCCITANIE,MONTPELLIER,PYRENEES-ORIENTALES,PERPIGNAN,ETAB.REGIONAL ENSEIGNT ADAPTE,PUBLIC,64,0,
0660520G,2019-01-01,OCCITANIE,MONTPELLIER,PYRENEES-ORIENTALES,PERPIGNAN,LP LYCEE DES METIERS,PUBLIC,24,0,87.6
0660022R,2019-01-01,OCCITANIE,MONTPELLIER,PYRENEES-ORIENTALES,PRADES,COLLEGE,PUBLIC,628,0,99.5
0660037G,2019-01-01,OCCITANIE,MONTPELLIER,PYRENEES-ORIENTALES,RIVESALTES,COLLEGE,PUBLIC,700,0,90.2
0660846L,2019-01-01,OCCITANIE,MONTPELLIER,PYRENEES-ORIENTALES,SAINT-CYPRIEN,COLLEGE PRIVE,PRIVE,380,0,123.9
0660026V,2019-01-01,OCCITANIE,MONTPELLIER,PYRENEES-ORIENTALES,VILLELONGUE-DELS-MONTS,LP LYCEE DES METIERS,PUBLIC,51,0,80.7
0090001C,2019-01-01,OCCITANIE,TOULOUSE,ARIEGE,AX-LES-THERMES,COLLEGE,PUBLIC,200,0,107.9
0090478W,2019-01-01,OCCITANIE,TOULOUSE,ARIEGE,FOIX,COLLEGE,PUBLIC,845,0,110.5
0090006H,2019-01-01,OCCITANIE,TOULOUSE,ARIEGE,LAVELANET,LP LYCEE DES METIERS,PUBLIC,13,0,88.7
0090010M,2019-01-01,OCCITANIE,TOULOUSE,ARIEGE,LE MAS-D'AZIL,COLLEGE,PUBLIC,254,0,105.8
0090037S,2019-01-01,OCCITANIE,TOULOUSE,ARIEGE,PAMIERS,COLLEGE PRIVE,PRIVE,428,0,106.9
0090055L,2019-01-01,OCCITANIE,TOULOUSE,ARIEGE,PAMIERS,COLLEGE,PUBLIC,673,0,101.2
0090481Z,2019-01-01,OCCITANIE,TOULOUSE,ARIEGE,PAMIERS,ETAB.REGIONAL ENSEIGNT ADAPTE,PUBLIC,65,0,
0090591U,2019-01-01,OCCITANIE,TOULOUSE,ARIEGE,PAMIERS,COLLEGE PRIVE,PRIVE,345,0,101.5
0090574A,2019-01-01,OCCITANIE,TOULOUSE,ARIEGE,SAINT-GIRONS,COLLEGE,PUBLIC,680,0,100.5
0120032V,2019-01-01,OCCITANIE,TOULOUSE,AVEYRON,BARAQUEVILLE,COLLEGE,PUBLIC,520,0,116.9
0120081Y,2019-01-01,OCCITANIE,TOULOUSE,AVEYRON,BELMONT-SUR-RANCE,COLLEGE PRIVE,PRIVE,178,0,105.0
0120002M,2019-01-01,OCCITANIE,TOULOUSE,AVEYRON,CAPDENAC-GARE,COLLEGE,PUBLIC,225,0,108.7
0120084B,2019-01-01,OCCITANIE,TOULOUSE,AVEYRON,CASSAGNES-BEGONHES,COLLEGE PRIVE,PRIVE,79,0,104.3
0120622L,2019-01-01,OCCITANIE,TOULOUSE,AVEYRON,DECAZEVILLE,COLLEGE,PUBLIC,407,1,93.5
0121273U,2019-01-01,OCCITANIE,TOULOUSE,AVEYRON,ONET-LE-CHATEAU,COLLEGE,PUBLIC,470,0,102.0
0120018E,2019-01-01,OCCITANIE,TOULOUSE,AVEYRON,PONT-DE-SALARS,COLLEGE,PUBLIC,322,0,109.4
0121133S,2019-01-01,OCCITANIE,TOULOUSE,AVEYRON,RODEZ,COLLEGE,PUBLIC,456,0,100.3
0121430P,2019-01-01,OCCITANIE,TOULOUSE,AVEYRON,RODEZ,COLLEGE PRIVE,PRIVE,955,0,113.7
0121255Z,2019-01-01,OCCITANIE,TOULOUSE,AVEYRON,VILLEFRANCHE-DE-ROUERGUE,COLLEGE PRIVE,PRIVE,304,0,103.3
0121260E,2019-01-01,OCCITANIE,TOULOUSE,AVEYRON,VILLEFRANCHE-DE-ROUERGUE,LYCEE PROFESSIONNEL PRIVE,PRIVE,12,0,95.8
0320067Z,2019-01-01,OCCITANIE,TOULOUSE,GERS,AUCH,LPO LYCEE DES METIERS,PUBLIC,26,0,109.5
0320650H,2019-01-01,OCCITANIE,TOULOUSE,GERS,AUCH,COLLEGE PRIVE,PRIVE,484,0,119.6
0320010M,2019-01-01,OCCITANIE,TOULOUSE,GERS,CONDOM,COLLEGE,PUBLIC,439,0,97.0
0320015T,2019-01-01,OCCITANIE,TOULOUSE,GERS,LECTOURE,LYCEE POLYVALENT,PUBLIC,21,0,106.9
0320017V,2019-01-01,OCCITANIE,TOULOUSE,GERS,LECTOURE,COLLEGE,PUBLIC,429,0,99.7
0320019X,2019-01-01,OCCITANIE,TOULOUSE,GERS,MARCIAC,COLLEGE,PUBLIC,199,0,118.0
0320035P,2019-01-01,OCCITANIE,TOULOUSE,GERS,MIRANDE,COLLEGE,PUBLIC,293,0,106.0
0320025D,2019-01-01,OCCITANIE,TOULOUSE,GERS,NOGARO,LPO LYCEE DES METIERS,PUBLIC,21,0,98.4
0320029H,2019-01-01,OCCITANIE,TOULOUSE,GERS,RISCLE,COLLEGE,PUBLIC,205,0,105.2
0310001H,2019-01-01,OCCITANIE,TOULOUSE,HAUTE-GARONNE,ASPET,COLLEGE,PUBLIC,213,0,105.1
0311334G,2019-01-01,OCCITANIE,TOULOUSE,HAUTE-GARONNE,BAGNERES-DE-LUCHON,LPO LYCEE DES METIERS,PUBLIC,16,0,118.7
0311330C,2019-01-01,OCCITANIE,TOULOUSE,HAUTE-GARONNE,BALMA,COLLEGE,PUBLIC,813,0,117.2
0312799Z,2019-01-01,OCCITANIE,TOULOUSE,HAUTE-GARONNE,BESSIERES,COLLEGE,PUBLIC,611,0,119.1
0311965T,2019-01-01,OCCITANIE,TOULOUSE,HAUTE-GARONNE,BLAGNAC,COLLEGE PRIVE,PRIVE,506,0,141.2
0310007P,2019-01-01,OCCITANIE,TOULOUSE,HAUTE-GARONNE,BOULOGNE-SUR-GESSE,COLLEGE,PUBLIC,200,0,96.6
0311092U,2019-01-01,OCCITANIE,TOULOUSE,HAUTE-GARONNE,COLOMIERS,LP LYCEE DES METIERS,PUBLIC,23,0,97.1
0312337X,2019-01-01,OCCITANIE,TOULOUSE,HAUTE-GARONNE,LEGUEVIN,COLLEGE,PUBLIC,648,0,127.9
0312697N,2019-01-01,OCCITANIE,TOULOUSE,HAUTE-GARONNE,LHERM,COLLEGE,PUBLIC,616,0,112.4
0312822Z,2019-01-01,OCCITANIE,TOULOUSE,HAUTE-GARONNE,MURET,LPO LYCEE DES METIERS,PUBLIC,30,0,113.5
0312868Z,2019-01-01,OCCITANIE,TOULOUSE,HAUTE-GARONNE,NOE,COLLEGE,PUBLIC,791,0,114.9
0311176K,2019-01-01,OCCITANIE,TOULOUSE,HAUTE-GARONNE,PIBRAC,COLLEGE PRIVE,PRIVE,619,0,140.4
0312071H,2019-01-01,OCCITANIE,TOULOUSE,HAUTE-GARONNE,PLAISANCE-DU-TOUCH,COLLEGE,PUBLIC,728,0,119.5
0312762J,2019-01-01,OCCITANIE,TOULOUSE,HAUTE-GARONNE,QUINT-FONSEGRIVES,COLLEGE,PUBLIC,460,0,135.3
0311209W,2019-01-01,OCCITANIE,TOULOUSE,HAUTE-GARONNE,REVEL,COLLEGE  PRIVE,PRIVE,141,0,103.6
0311851U,2019-01-01,OCCITANIE,TOULOUSE,HAUTE-GARONNE,SAINT-GAUDENS,COLLEGE,PUBLIC,390,0,95.8
0310092G,2019-01-01,OCCITANIE,TOULOUSE,HAUTE-GARONNE,TOULOUSE,COLLEGE,PUBLIC,674,0,116.9
0311112R,2019-01-01,OCCITANIE,TOULOUSE,HAUTE-GARONNE,TOULOUSE,COLLEGE,PUBLIC,654,1,90.3
0311144A,2019-01-01,OCCITANIE,TOULOUSE,HAUTE-GARONNE,TOULOUSE,COLLEGE PRIVE,PRIVE,422,0,120.6
0311169C,2019-01-01,OCCITANIE,TOULOUSE,HAUTE-GARONNE,TOULOUSE,COLLEGE PRIVE,PRIVE,347,0,124.8
0311232W,2019-01-01,OCCITANIE,TOULOUSE,HAUTE-GARONNE,TOULOUSE,COLLEGE,PUBLIC,327,1,94.7
0311235Z,2019-01-01,OCCITANIE,TOULOUSE,HAUTE-GARONNE,TOULOUSE,COLLEGE,PUBLIC,333,0,65.9
0311265G,2019-01-01,OCCITANIE,TOULOUSE,HAUTE-GARONNE,TOULOUSE,COLLEGE,PUBLIC,534,0,75.2
0311324W,2019-01-01,OCCITANIE,TOULOUSE,HAUTE-GARONNE,TOULOUSE,LYCEE PROFESSIONNEL,PUBLIC,16,0,81.4
0311332E,2019-01-01,OCCITANIE,TOULOUSE,HAUTE-GARONNE,TOULOUSE,COLLEGE,PUBLIC,479,0,103.4
0312064A,2019-01-01,OCCITANIE,TOULOUSE,HAUTE-GARONNE,TOULOUSE,LP PR LYCEE DES METIERS,PRIVE,10,0,87.3
0311335H,2019-01-01,OCCITANIE,TOULOUSE,HAUTE-GARONNE,VERFEIL,COLLEGE,PUBLIC,428,0,131.0
0650877A,2019-01-01,OCCITANIE,TOULOUSE,HAUTES-PYRENEES,LOURDES,COLLEGE PRIVE,PRIVE,507,0,101.9
0650088T,2019-01-01,OCCITANIE,TOULOUSE,HAUTES-PYRENEES,SEMEAC,COLLEGE,PUBLIC,546,0,106.0
0650034J,2019-01-01,OCCITANIE,TOULOUSE,HAUTES-PYRENEES,TARBES,COLLEGE,PUBLIC,543,1,87.7
0650067V,2019-01-01,OCCITANIE,TOULOUSE,HAUTES-PYRENEES,TARBES,LYCEE PROFESSIONNEL PRIVE,PRIVE,32,0,73.8
0650075D,2019-01-01,OCCITANIE,TOULOUSE,HAUTES-PYRENEES,VIC-EN-BIGORRE,COLLEGE PRIVE,PRIVE,96,0,92.3
0460051F,2019-01-01,OCCITANIE,TOULOUSE,LOT,CAHORS,LYCEE PROFESSIONNEL,PUBLIC,15,0,89.0
0460592U,2019-01-01,OCCITANIE,TOULOUSE,LOT,GOURDON,COLLEGE,PUBLIC,512,0,102.9
0460015S,2019-01-01,OCCITANIE,TOULOUSE,LOT,LACAPELLE-MARIVAL,COLLEGE,PUBLIC,267,0,111.1
0460028F,2019-01-01,OCCITANIE,TOULOUSE,LOT,SOUILLAC,LPO LYCEE DES METIERS,PUBLIC,14,0,102.8
0810100U,2019-01-01,OCCITANIE,TOULOUSE,TARN,ALBI,LYCEE PROFESSIONNEL PRIVE,PRIVE,21,0,93.0
0811061N,2019-01-01,OCCITANIE,TOULOUSE,TARN,ALBI,COLLEGE PRIVE,PRIVE,422,0,112.9
0811070Y,2019-01-01,OCCITANIE,TOULOUSE,TARN,ALBI,LYCEE PROFESSIONNEL PRIVE,PRIVE,21,0,90.0
0810787R,2019-01-01,OCCITANIE,TOULOUSE,TARN,CARMAUX,COLLEGE,PUBLIC,390,1,94.4
0810113H,2019-01-01,OCCITANIE,TOULOUSE,TARN,CASTRES,LYCEE PROF PRIVE DES METIERS,PRIVE,24,0,87.3
0810961E,2019-01-01,OCCITANIE,TOULOUSE,TARN,CASTRES,COLLEGE,PUBLIC,318,0,75.9
0811063R,2019-01-01,OCCITANIE,TOULOUSE,TARN,CASTRES,COLLEGE PRIVE,PRIVE,630,0,113.5
0810025M,2019-01-01,OCCITANIE,TOULOUSE,TARN,LABASTIDE-ROUAIROUX,COLLEGE,PUBLIC,156,0,97.4
0811032G,2019-01-01,OCCITANIE,TOULOUSE,TARN,LAVAUR,COLLEGE,PUBLIC,918,0,113.3
0810124V,2019-01-01,OCCITANIE,TOULOUSE,TARN,SAINT-JUERY,COLLEGE,PUBLIC,640,0,104.1
0810122T,2019-01-01,OCCITANIE,TOULOUSE,TARN,SAINT-SULPICE-LA-POINTE,COLLEGE PRIVE,PRIVE,235,0,99.0
0810043G,2019-01-01,OCCITANIE,TOULOUSE,TARN,VALENCE-D'ALBIGEOIS,COLLEGE,PUBLIC,236,0,106.1
0810044H,2019-01-01,OCCITANIE,TOULOUSE,TARN,VIELMUR-SUR-AGOUT,COLLEGE,PUBLIC,400,0,107.9
0820047F,2019-01-01,OCCITANIE,TOULOUSE,TARN-ET-GARONNE,BEAUMONT-DE-LOMAGNE,COLLEGE PRIVE,PRIVE,270,0,100.5
0820004J,2019-01-01,OCCITANIE,TOULOUSE,TARN-ET-GARONNE,CASTELSARRASIN,LPO LYCEE DES METIERS,PUBLIC,21,0,92.9
0820014V,2019-01-01,OCCITANIE,TOULOUSE,TARN-ET-GARONNE,LAUZERTE,COLLEGE,PUBLIC,237,0,94.9
0820052L,2019-01-01,OCCITANIE,TOULOUSE,TARN-ET-GARONNE,MONTAUBAN,COLLEGE PRIVE,PRIVE,434,0,111.1
0820588U,2019-01-01,OCCITANIE,TOULOUSE,TARN-ET-GARONNE,MONTAUBAN,COLLEGE,PUBLIC,1189,1,98.5
0820824A,2019-01-01,OCCITANIE,TOULOUSE,TARN-ET-GARONNE,NEGREPELISSE,COLLEGE,PUBLIC,587,0,98.8
0820029L,2019-01-01,OCCITANIE,TOULOUSE,TARN-ET-GARONNE,VALENCE,COLLEGE,PUBLIC,782,0,92.6
9830010U,2019-01-01,OUTRE-MER HORS REGIONS ACADEMIQUES,NOUVELLE CALEDONIE,NOUVELLE CALEDONIE,BOURAIL,COLLEGE,PUBLIC,320,0,
9830640D,2019-01-01,OUTRE-MER HORS REGIONS ACADEMIQUES,NOUVELLE CALEDONIE,NOUVELLE CALEDONIE,DUMBEA,COLLEGE,PUBLIC,658,0,
9830522A,2019-01-01,OUTRE-MER HORS REGIONS ACADEMIQUES,NOUVELLE CALEDONIE,NOUVELLE CALEDONIE,HIENGHENE,COLLEGE,PUBLIC,137,0,
9830418M,2019-01-01,OUTRE-MER HORS REGIONS ACADEMIQUES,NOUVELLE CALEDONIE,NOUVELLE CALEDONIE,HOUAILOU,COLLEGE,PUBLIC,136,0,
9830295D,2019-01-01,OUTRE-MER HORS REGIONS ACADEMIQUES,NOUVELLE CALEDONIE,NOUVELLE CALEDONIE,LIFOU,COLLEGE PRIVE,PRIVE,271,0,
9830400T,2019-01-01,OUTRE-MER HORS REGIONS ACADEMIQUES,NOUVELLE CALEDONIE,NOUVELLE CALEDONIE,LIFOU,COLLEGE PRIVE,PRIVE,101,0,
9830624L,2019-01-01,OUTRE-MER HORS REGIONS ACADEMIQUES,NOUVELLE CALEDONIE,NOUVELLE CALEDONIE,MONT-DORE,COLLEGE,PUBLIC,491,0,
9830004M,2019-01-01,OUTRE-MER HORS REGIONS ACADEMIQUES,NOUVELLE CALEDONIE,NOUVELLE CALEDONIE,NOUMEA,COLLEGE,PUBLIC,605,0,
9830259P,2019-01-01,OUTRE-MER HORS REGIONS ACADEMIQUES,NOUVELLE CALEDONIE,NOUVELLE CALEDONIE,NOUMEA,COLLEGE PRIVE,PRIVE,297,0,
9830356V,2019-01-01,OUTRE-MER HORS REGIONS ACADEMIQUES,NOUVELLE CALEDONIE,NOUVELLE CALEDONIE,NOUMEA,COLLEGE,PUBLIC,795,0,
9830632V,2019-01-01,OUTRE-MER HORS REGIONS ACADEMIQUES,NOUVELLE CALEDONIE,NOUVELLE CALEDONIE,OUEGOA,COLLEGE,PUBLIC,134,0,
9840359T,2019-01-01,OUTRE-MER HORS REGIONS ACADEMIQUES,POLYNESIE FRANCAISE,POLYNESIE FRANCAISE,MANIHI,GOD,PUBLIC,42,0,
9840290T,2019-01-01,OUTRE-MER HORS REGIONS ACADEMIQUES,POLYNESIE FRANCAISE,POLYNESIE FRANCAISE,PAEA,COLLEGE,PUBLIC,686,0,
9840022B,2019-01-01,OUTRE-MER HORS REGIONS ACADEMIQUES,POLYNESIE FRANCAISE,POLYNESIE FRANCAISE,PAPARA,COLLEGE,PUBLIC,694,0,
9840268U,2019-01-01,OUTRE-MER HORS REGIONS ACADEMIQUES,POLYNESIE FRANCAISE,POLYNESIE FRANCAISE,PUNAAUIA,LYCEE TECHNOLOGIQUE,PUBLIC,2,0,
9840001D,2019-01-01,OUTRE-MER HORS REGIONS ACADEMIQUES,POLYNESIE FRANCAISE,POLYNESIE FRANCAISE,UTUROA,LYCEE GENERAL,PUBLIC,375,0,
9750026E,2019-01-01,OUTRE-MER HORS REGIONS ACADEMIQUES,ST PIERRE ET MIQUELON,ST-PIERRE-ET-MIQUELON,MIQUELON-LANGLADE,COLLEGE,PUBLIC,35,0,
9750005G,2019-01-01,OUTRE-MER HORS REGIONS ACADEMIQUES,ST PIERRE ET MIQUELON,ST-PIERRE-ET-MIQUELON,SAINT PIERRE,COLLEGE PRIVE,PRIVE,122,0,
9870001M,2019-01-01,OUTRE-MER HORS REGIONS ACADEMIQUES,WALLIS ET FUTUNA,WALLIS ET FUTUNA,UVEA,COLLEGE,PUBLIC,174,0,
9870025N,2019-01-01,OUTRE-MER HORS REGIONS ACADEMIQUES,WALLIS ET FUTUNA,WALLIS ET FUTUNA,UVEA,COLLEGE,PUBLIC,35,0,
0442277L,2019-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,BASSE-GOULAINE,COLLEGE,PUBLIC,592,0,127.9
0440184L,2019-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,BOUAYE,COLLEGE PRIVE,PRIVE,415,0,118.5
0440005S,2019-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,CHATEAUBRIANT,LYCEE POLYVALENT,PUBLIC,24,0,91.5
0441929H,2019-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,CHATEAUBRIANT,COLLEGE PRIVE,PRIVE,639,0,111.4
0442781J,2019-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,CLISSON,COLLEGE,PUBLIC,620,0,117.3
0440190T,2019-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,COUERON,COLLEGE PRIVE,PRIVE,675,0,119.7
0440310Y,2019-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,COUERON,LYCEE PROFESSIONNEL,PUBLIC,48,0,84.8
0440013A,2019-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,GUEMENE-PENFAO,COLLEGE,PUBLIC,434,1,97.5
0442368K,2019-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,GUERANDE,COLLEGE,PUBLIC,369,0,112.5
0442011X,2019-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,LA CHAPELLE-SUR-ERDRE,COLLEGE,PUBLIC,502,0,128.4
0440061C,2019-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,LE POULIGUEN,COLLEGE,PUBLIC,178,0,99.1
0441930J,2019-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,MACHECOUL-SAINT-MEME,COLLEGE PRIVE,PRIVE,780,0,106.5
0440028S,2019-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,NANTES,COLLEGE,PUBLIC,556,0,106.7
0440030U,2019-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,NANTES,LPO LYCEE DES METIERS,PUBLIC,24,0,113.5
0440034Y,2019-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,NANTES,LYCEE PROFESSIONNEL,PUBLIC,23,0,84.8
0440035Z,2019-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,NANTES,LYCEE PROFESSIONNEL,PUBLIC,23,0,82.0
0440049P,2019-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,NANTES,COLLEGE,PUBLIC,531,0,110.6
0440285W,2019-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,NANTES,COLLEGE,PUBLIC,532,0,130.8
0441933M,2019-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,NANTES,COLLEGE PRIVE,PRIVE,805,0,129.4
0441934N,2019-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,NANTES,COLLEGE PRIVE,PRIVE,466,0,143.9
0441936R,2019-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,NANTES,COLLEGE PRIVE,PRIVE,648,0,140.4
0440056X,2019-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,PAIMBOEUF,LYCEE PROFESSIONNEL,PUBLIC,19,0,86.5
0441862K,2019-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,PAIMBOEUF,COLLEGE,PUBLIC,393,0,99.0
0440541Z,2019-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,PONTCHATEAU,LYCEE PROFESSIONNEL,PUBLIC,24,0,91.5
0440063E,2019-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,REZE,LP LYCEE DES METIERS,PUBLIC,24,0,88.5
0440064F,2019-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,REZE,COLLEGE,PUBLIC,606,0,114.9
0440232N,2019-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,RIAILLE,COLLEGE PRIVE,PRIVE,373,0,98.4
0441939U,2019-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,SAINT-GILDAS-DES-BOIS,COLLEGE PRIVE,PRIVE,670,0,101.2
0441610L,2019-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,SAINT-HERBLAIN,COLLEGE,PUBLIC,471,0,101.7
0440350S,2019-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,SAINT-NAZAIRE,COLLEGE,PUBLIC,507,0,110.6
0441613P,2019-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,SAINT-NAZAIRE,COLLEGE,PUBLIC,346,0,68.4
0440239W,2019-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,SAINT-PHILBERT-DE-GRAND-LIEU,COLLEGE PRIVE,PRIVE,754,0,118.0
0440291C,2019-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,SAINT-SEBASTIEN-SUR-LOIRE,COLLEGE,PUBLIC,417,0,112.6
0441657M,2019-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,SAVENAY,COLLEGE,PUBLIC,551,0,118.3
0442417N,2019-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,THOUARE-SUR-LOIRE,COLLEGE,PUBLIC,577,0,124.8
0440209N,2019-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,TREILLIERES,COLLEGE PRIVE,PRIVE,510,0,129.7
0442418P,2019-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,TREILLIERES,COLLEGE,PUBLIC,544,0,126.2
0442052S,2019-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,VALLET,COLLEGE,PUBLIC,626,0,114.8
0490783K,2019-01-01,PAYS DE LA LOIRE,NANTES,MAINE-ET-LOIRE,ANGERS,COLLEGE,PUBLIC,414,1,66.3
0490845C,2019-01-01,PAYS DE LA LOIRE,NANTES,MAINE-ET-LOIRE,ANGERS,COLLEGE PRIVE,PRIVE,242,0,104.9
0491764B,2019-01-01,PAYS DE LA LOIRE,NANTES,MAINE-ET-LOIRE,ANGERS,COLLEGE,PUBLIC,428,0,93.1
0490865Z,2019-01-01,PAYS DE LA LOIRE,NANTES,MAINE-ET-LOIRE,BEAUPREAU-EN-MAUGES,COLLEGE PRIVE,PRIVE,304,0,96.3
0490023J,2019-01-01,PAYS DE LA LOIRE,NANTES,MAINE-ET-LOIRE,DOUE-EN-ANJOU,COLLEGE,PUBLIC,406,0,100.9
0491261E,2019-01-01,PAYS DE LA LOIRE,NANTES,MAINE-ET-LOIRE,GENNES-VAL-DE-LOIRE,COLLEGE,PUBLIC,570,0,107.7
0490869D,2019-01-01,PAYS DE LA LOIRE,NANTES,MAINE-ET-LOIRE,LE MAY-SUR-EVRE,COLLEGE PRIVE,PRIVE,299,0,94.4
0490857R,2019-01-01,PAYS DE LA LOIRE,NANTES,MAINE-ET-LOIRE,LES HAUTS-D'ANJOU,COLLEGE PRIVE,PRIVE,493,0,111.7
0490028P,2019-01-01,PAYS DE LA LOIRE,NANTES,MAINE-ET-LOIRE,LONGUE-JUMELLES,COLLEGE,PUBLIC,394,0,88.0
0490867B,2019-01-01,PAYS DE LA LOIRE,NANTES,MAINE-ET-LOIRE,LONGUE-JUMELLES,COLLEGE PRIVE,PRIVE,460,0,98.8
0490039B,2019-01-01,PAYS DE LA LOIRE,NANTES,MAINE-ET-LOIRE,MAUGES-SUR-LOIRE,COLLEGE,PUBLIC,280,0,98.0
0490876L,2019-01-01,PAYS DE LA LOIRE,NANTES,MAINE-ET-LOIRE,MONTREVAULT-SUR-EVRE,COLLEGE PRIVE,PRIVE,550,0,97.7
0491930G,2019-01-01,PAYS DE LA LOIRE,NANTES,MAINE-ET-LOIRE,SAUMUR,COLLEGE PRIVE,PRIVE,721,0,109.0
0490840X,2019-01-01,PAYS DE LA LOIRE,NANTES,MAINE-ET-LOIRE,SEGRE-EN-ANJOU BLEU,LYCEE POLYVALENT PRIVE,PRIVE,31,0,98.0
0491646Y,2019-01-01,PAYS DE LA LOIRE,NANTES,MAINE-ET-LOIRE,TRELAZE,LYCEE PROFESSIONNEL,PUBLIC,22,0,77.1
0492420P,2019-01-01,PAYS DE LA LOIRE,NANTES,MAINE-ET-LOIRE,VERRIERES-EN-ANJOU,LYC POLYVAL PRIVE DES METIERS,PRIVE,24,0,109.9
0530054W,2019-01-01,PAYS DE LA LOIRE,NANTES,MAYENNE,COSSE-LE-VIVIEN,COLLEGE PRIVE,PRIVE,488,0,107.6
0530055X,2019-01-01,PAYS DE LA LOIRE,NANTES,MAYENNE,CRAON,COLLEGE PRIVE,PRIVE,385,0,96.4
0530007V,2019-01-01,PAYS DE LA LOIRE,NANTES,MAYENNE,EVRON,COLLEGE,PUBLIC,380,0,92.2
