uai,rentree_scolaire,region_academique,academie,departement,commune,denomination_principale,secteur,nb_eleves,rep,ips
0530803K,2019-01-01,PAYS DE LA LOIRE,NANTES,MAYENNE,LASSAY-LES-CHATEAUX,COLLEGE,PUBLIC,243,0,97.1
0530041G,2019-01-01,PAYS DE LA LOIRE,NANTES,MAYENNE,LAVAL,COLLEGE,PUBLIC,517,0,96.2
0530068L,2019-01-01,PAYS DE LA LOIRE,NANTES,MAYENNE,LAVAL,LYCEE POLYVALENT PRIVE,PRIVE,24,0,103.1
0530778H,2019-01-01,PAYS DE LA LOIRE,NANTES,MAYENNE,LAVAL,LP LYCEE DES METIERS,PUBLIC,34,0,91.6
0530875N,2019-01-01,PAYS DE LA LOIRE,NANTES,MAYENNE,LAVAL,COLLEGE PRIVE,PRIVE,847,0,122.2
0530064G,2019-01-01,PAYS DE LA LOIRE,NANTES,MAYENNE,MONTSURS,COLLEGE PRIVE,PRIVE,177,0,98.1
0720003M,2019-01-01,PAYS DE LA LOIRE,NANTES,SARTHE,ARNAGE,LP LYCEE DES METIERS,PUBLIC,48,0,76.9
0720007S,2019-01-01,PAYS DE LA LOIRE,NANTES,SARTHE,BOULOIRE,COLLEGE,PUBLIC,419,0,95.4
0721483W,2019-01-01,PAYS DE LA LOIRE,NANTES,SARTHE,CERANS-FOULLETOURTE,COLLEGE,PUBLIC,353,0,102.6
0720015A,2019-01-01,PAYS DE LA LOIRE,NANTES,SARTHE,CONNERRE,COLLEGE,PUBLIC,647,0,98.8
0721405L,2019-01-01,PAYS DE LA LOIRE,NANTES,SARTHE,LA FLECHE,COLLEGE PRIVE,PRIVE,490,0,104.6
0721044U,2019-01-01,PAYS DE LA LOIRE,NANTES,SARTHE,LE GRAND-LUCE,COLLEGE,PUBLIC,307,0,99.4
0720034W,2019-01-01,PAYS DE LA LOIRE,NANTES,SARTHE,LE MANS,LP LYCEE DES METIERS,PUBLIC,49,0,80.1
0720040C,2019-01-01,PAYS DE LA LOIRE,NANTES,SARTHE,LE MANS,COLLEGE,PUBLIC,474,0,116.0
0720835S,2019-01-01,PAYS DE LA LOIRE,NANTES,SARTHE,LE MANS,COLLEGE PRIVE,PRIVE,305,0,119.2
0720986F,2019-01-01,PAYS DE LA LOIRE,NANTES,SARTHE,LE MANS,COLLEGE,PUBLIC,576,0,106.9
0721363R,2019-01-01,PAYS DE LA LOIRE,NANTES,SARTHE,LE MANS,COLLEGE,PUBLIC,591,0,103.9
0720808M,2019-01-01,PAYS DE LA LOIRE,NANTES,SARTHE,LOUE,COLLEGE PRIVE,PRIVE,227,0,98.7
0720046J,2019-01-01,PAYS DE LA LOIRE,NANTES,SARTHE,MOULINS-LE-CARBONNEL,COLLEGE,PUBLIC,290,0,100.0
0720051P,2019-01-01,PAYS DE LA LOIRE,NANTES,SARTHE,SAINT-CALAIS,COLLEGE,PUBLIC,165,0,89.6
0850090L,2019-01-01,PAYS DE LA LOIRE,NANTES,VENDEE,AIZENAY,COLLEGE PRIVE,PRIVE,521,0,103.1
0850092N,2019-01-01,PAYS DE LA LOIRE,NANTES,VENDEE,BENET,COLLEGE PRIVE,PRIVE,301,0,120.1
0850082C,2019-01-01,PAYS DE LA LOIRE,NANTES,VENDEE,LA ROCHE-SUR-YON,COLLEGE PRIVE,PRIVE,775,0,110.4
0850091M,2019-01-01,PAYS DE LA LOIRE,NANTES,VENDEE,LES BROUZILS,COLLEGE PRIVE,PRIVE,445,0,105.8
0850149A,2019-01-01,PAYS DE LA LOIRE,NANTES,VENDEE,LES SABLES-D'OLONNE,COLLEGE,PUBLIC,390,0,97.0
0850639H,2019-01-01,PAYS DE LA LOIRE,NANTES,VENDEE,MONTAIGU-VENDEE,COLLEGE,PUBLIC,576,0,102.2
0851388X,2019-01-01,PAYS DE LA LOIRE,NANTES,VENDEE,MORTAGNE-SUR-SEVRE,COLLEGE,PUBLIC,542,0,102.6
0851195M,2019-01-01,PAYS DE LA LOIRE,NANTES,VENDEE,SAINT-HILAIRE-DES-LOGES,COLLEGE,PUBLIC,238,0,103.3
0850125Z,2019-01-01,PAYS DE LA LOIRE,NANTES,VENDEE,TIFFAUGES,COLLEGE PRIVE,PRIVE,390,0,101.9
0040419J,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,ALPES-DE-HTE-PROVENCE,BARCELONNETTE,COLLEGE,PUBLIC,370,0,94.9
0040461E,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,ALPES-DE-HTE-PROVENCE,DIGNE-LES-BAINS,COLLEGE PRIVE,PRIVE,276,0,117.1
0040382U,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,ALPES-DE-HTE-PROVENCE,FORCALQUIER,COLLEGE,PUBLIC,453,0,105.8
0130007M,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,AIX-EN-PROVENCE,COLLEGE,PUBLIC,524,1,79.6
0132568W,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,AIX-EN-PROVENCE,COLLEGE,PUBLIC,860,0,125.3
0133397X,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,AIX-EN-PROVENCE,COLLEGE PRIVE,PRIVE,416,0,131.1
0131322S,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,ARLES,COLLEGE PRIVE,PRIVE,541,0,123.6
0132412B,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,AUBAGNE,COLLEGE,PUBLIC,757,1,92.8
0133510V,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,AURIOL,COLLEGE,PUBLIC,766,0,120.4
0133335E,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,CARNOUX-EN-PROVENCE,COLLEGE PRIVE,PRIVE,467,0,125.8
0131366P,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,CHATEAURENARD,COLLEGE PRIVE,PRIVE,461,0,113.8
0132634T,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,FOS-SUR-MER,COLLEGE,PUBLIC,814,0,94.7
0131700C,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,GARDANNE,COLLEGE,PUBLIC,612,0,104.0
0131883B,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,LA CIOTAT,COLLEGE,PUBLIC,481,0,114.4
0133992U,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,LE PUY-SAINTE-REPARADE,COLLEGE,PUBLIC,558,0,115.7
0131369T,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,LES PENNES-MIRABEAU,COLLEGE PRIVE,PRIVE,590,0,109.5
0130032P,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,MALLEMORT,COLLEGE,PUBLIC,546,0,119.6
0130033R,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,MARIGNANE,LP LYCEE DES METIERS,PUBLIC,48,0,82.8
0131607B,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,MARIGNANE,COLLEGE,PUBLIC,690,0,102.3
0130058T,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,MARSEILLE,LP LYCEE DES METIERS,PUBLIC,23,0,73.1
0130063Y,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,MARSEILLE,LP LYCEE DES METIERS,PUBLIC,39,0,78.4
0130065A,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,MARSEILLE,LP LYCEE DES METIERS,PUBLIC,14,0,63.3
0130071G,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,MARSEILLE,LP LYCEE DES METIERS,PUBLIC,15,0,68.7
0130093F,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,MARSEILLE,COLLEGE,PUBLIC,565,0,93.4
0131336G,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,MARSEILLE,COLLEGE PRIVE,PRIVE,361,0,121.3
0131385K,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,MARSEILLE,COLLEGE PRIVE,PRIVE,357,0,140.3
0131403E,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,MARSEILLE,LYCEE POLYVALENT PRIVE,PRIVE,27,0,84.5
0131445A,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,MARSEILLE,LYCEE PROFPRIVE DES METIERS,PRIVE,24,0,77.7
0131548M,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,MARSEILLE,COLLEGE,PUBLIC,586,0,102.6
0131750G,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,MARSEILLE,COLLEGE,PUBLIC,670,0,92.4
0131927Z,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,MARSEILLE,COLLEGE,PUBLIC,629,0,109.5
0131968U,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,MARSEILLE,COLLEGE,PUBLIC,620,0,87.7
0132114C,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,MARSEILLE,COLLEGE PRIVE,PRIVE,348,0,95.3
0132204A,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,MARSEILLE,COLLEGE,PUBLIC,507,1,72.9
0132205B,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,MARSEILLE,COLLEGE,PUBLIC,552,0,110.3
0132314V,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,MARSEILLE,COLLEGE,PUBLIC,542,1,83.6
0132315W,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,MARSEILLE,COLLEGE,PUBLIC,541,0,86.2
0132407W,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,MARSEILLE,COLLEGE,PUBLIC,512,0,65.2
0132408X,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,MARSEILLE,COLLEGE,PUBLIC,510,0,65.0
0132785G,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,MARSEILLE,COLLEGE,PUBLIC,472,0,61.3
0132907P,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,MARSEILLE,COLLEGE PRIVE,PRIVE,763,0,121.6
0132947H,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,MARSEILLE,COLLEGE PRIVE,PRIVE,671,0,140.5
0132951M,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,MARSEILLE,COLLEGE PRIVE,PRIVE,449,0,127.2
0133374X,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,MARSEILLE,COLLEGE PRIVE,PRIVE,240,0,122.2
0133494C,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,MARSEILLE,COLLEGE PRIVE,PRIVE,106,0,79.3
0132208E,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,MARTIGUES,COLLEGE,PUBLIC,497,1,82.5
0130146N,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,MIRAMAS,LP LYCEE DES METIERS,PUBLIC,24,0,81.2
0132326H,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,MIRAMAS,COLLEGE,PUBLIC,458,0,85.5
0132327J,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,MIRAMAS,COLLEGE,PUBLIC,474,0,70.4
0133665N,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,PLAN-DE-CUQUES,COLLEGE,PUBLIC,668,0,117.6
0132280H,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,PORT-SAINT-LOUIS-DU-RHONE,LYCEE POLYVALENT PRIVE,PRIVE,22,0,88.9
0132323E,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,PORT-SAINT-LOUIS-DU-RHONE,COLLEGE,PUBLIC,468,1,85.9
0130158B,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,SAINT-CHAMAS,COLLEGE,PUBLIC,443,0,117.3
0132834K,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,SAINT-MARTIN-DE-CRAU,COLLEGE,PUBLIC,998,0,108.9
0132573B,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,SAINT-REMY-DE-PROVENCE,COLLEGE,PUBLIC,659,0,106.5
0130161E,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,SALON-DE-PROVENCE,LYCEE POLYVALENT,PUBLIC,24,0,115.4
0133765X,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,SEPTEMES-LES-VALLONS,COLLEGE,PUBLIC,497,0,91.3
0132411A,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,VITROLLES,COLLEGE,PUBLIC,768,0,101.2
0133196D,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,VITROLLES,COLLEGE,PUBLIC,566,0,114.4
0050010J,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,HAUTES-ALPES,GAP,COLLEGE,PUBLIC,595,0,107.6
0050480V,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,HAUTES-ALPES,GAP,COLLEGE,PUBLIC,677,0,108.2
0050013M,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,HAUTES-ALPES,GUILLESTRE,COLLEGE,PUBLIC,343,0,112.3
0050638S,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,HAUTES-ALPES,TALLARD,COLLEGE,PUBLIC,356,0,108.6
0840001V,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,VAUCLUSE,APT,LYCEE POLYVALENT,PUBLIC,24,0,103.9
0840759U,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,VAUCLUSE,APT,COLLEGE,PUBLIC,898,0,100.2
0840042P,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,VAUCLUSE,AVIGNON,SECTION ENSEIGNT PROFESSIONNEL,PUBLIC,28,0,77.5
0840058G,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,VAUCLUSE,AVIGNON,COLLEGE PRIVE,PRIVE,244,0,111.2
0840064N,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,VAUCLUSE,AVIGNON,COLLEGE PRIVE,PRIVE,307,0,95.9
0840082H,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,VAUCLUSE,AVIGNON,LYCEE DES METIERS PRIVE,PRIVE,88,0,97.2
0840697B,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,VAUCLUSE,AVIGNON,COLLEGE,PUBLIC,454,0,93.6
0840114T,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,VAUCLUSE,CARPENTRAS,COLLEGE,PUBLIC,713,1,89.6
0840851U,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,VAUCLUSE,CARPENTRAS,COLLEGE PRIVE,PRIVE,465,0,118.6
0840079E,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,VAUCLUSE,CAVAILLON,COLLEGE PRIVE,PRIVE,550,0,113.3
0841086Z,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,VAUCLUSE,CAVAILLON,COLLEGE,PUBLIC,445,0,93.3
0840069U,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,VAUCLUSE,LA TOUR-D'AIGUES,COLLEGE PRIVE,PRIVE,285,0,118.7
0840585E,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,VAUCLUSE,L'ISLE-SUR-LA-SORGUE,COLLEGE,PUBLIC,446,0,105.9
0841043C,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,VAUCLUSE,MAZAN,COLLEGE,PUBLIC,679,0,105.5
0840762X,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,VAUCLUSE,ORANGE,COLLEGE,PUBLIC,548,1,79.4
0840764Z,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,VAUCLUSE,ORANGE,COLLEGE,PUBLIC,758,0,96.4
0840918S,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,VAUCLUSE,PERTUIS,LYCEE POLYVALENT,PUBLIC,19,0,120.0
0840583C,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,VAUCLUSE,SORGUES,COLLEGE,PUBLIC,698,0,92.5
0841078R,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,VAUCLUSE,SORGUES,LYCEE PROFESSIONNEL,PUBLIC,21,0,78.3
0840700E,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,VAUCLUSE,VALREAS,LP LYCEE DES METIERS,PUBLIC,9,0,83.5
0840714V,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,VAUCLUSE,VALREAS,COLLEGE PRIVE,PRIVE,244,0,99.3
0060911H,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,CAGNES-SUR-MER,COLLEGE,PUBLIC,536,0,103.0
0061737F,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,CAGNES-SUR-MER,COLLEGE,PUBLIC,556,0,119.0
0062122Z,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,CANNES,COLLEGE PRIVE,PRIVE,30,0,101.5
0061130W,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,CARROS,COLLEGE,PUBLIC,803,1,93.3
0060023T,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,GRASSE,LYCEE PROFESSIONNEL,PUBLIC,24,0,88.3
0061723R,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,LE CANNET,COLLEGE,PUBLIC,566,0,102.5
0061175V,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,MANDELIEU-LA-NAPOULE,COLLEGE,PUBLIC,677,0,107.7
0060028Y,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,MENTON,LP LYCEE DES METIERS,PUBLIC,24,0,83.0
0061238N,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,MENTON,COLLEGE,PUBLIC,624,0,97.1
0060050X,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,NICE,COLLEGE,PUBLIC,861,0,98.1
0060086L,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,NICE,COLLEGE,PUBLIC,673,0,105.0
0061131X,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,NICE,COLLEGE,PUBLIC,701,0,65.5
0061694J,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,NICE,COLLEGE,PUBLIC,778,0,121.4
0061772U,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,NICE,COLLEGE PRIVE,PRIVE,92,0,118.0
0060063L,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,SAINT-ETIENNE-DE-TINEE,COLLEGE,PUBLIC,200,0,118.3
0061134A,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,SAINT-LAURENT-DU-VAR,COLLEGE,PUBLIC,694,0,105.7
0061925K,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,VALBONNE,COLLEGE,PUBLIC,778,0,143.9
0830003C,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,NICE,VAR,BANDOL,COLLEGE,PUBLIC,317,0,109.9
0830836H,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,NICE,VAR,CARQUEIRANNE,COLLEGE,PUBLIC,659,0,116.7
0831424X,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,NICE,VAR,COGOLIN,COLLEGE PRIVE,PRIVE,331,0,107.5
0830929J,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,NICE,VAR,DRAGUIGNAN,COLLEGE,PUBLIC,677,0,96.3
0830956N,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,NICE,VAR,DRAGUIGNAN,COLLEGE,PUBLIC,762,0,95.3
0830023Z,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,NICE,VAR,FREJUS,COLLEGE,PUBLIC,614,0,110.4
0830028E,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,NICE,VAR,HYERES,COLLEGE,PUBLIC,733,0,105.6
0830145G,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,NICE,VAR,HYERES,COLLEGE,PUBLIC,694,0,105.2
0830832D,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,NICE,VAR,HYERES,COLLEGE,PUBLIC,416,0,93.9
0830031H,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,NICE,VAR,LA LONDE-LES-MAURES,COLLEGE,PUBLIC,281,0,102.3
0831196Z,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,NICE,VAR,LA SEYNE-SUR-MER,COLLEGE PRIVE,PRIVE,627,0,117.7
0830182X,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,NICE,VAR,LA VALETTE-DU-VAR,COLLEGE,PUBLIC,713,0,112.6
0831474B,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,NICE,VAR,ROQUEBRUNE-SUR-ARGENS,COLLEGE,PUBLIC,699,0,111.0
0830959S,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,NICE,VAR,SAINT-MAXIMIN-LA-SAINTE-BAUME,COLLEGE,PUBLIC,612,0,112.6
0831559U,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,NICE,VAR,SAINT-MAXIMIN-LA-SAINTE-BAUME,LYCEE POLYVALENT,PUBLIC,24,0,117.3
0830178T,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,NICE,VAR,SANARY-SUR-MER,COLLEGE,PUBLIC,510,0,120.7
0830069Z,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,NICE,VAR,TOULON,COLLEGE,PUBLIC,802,1,81.2
0830162A,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,NICE,VAR,TOULON,COLLEGE,PUBLIC,483,0,114.1
0830953K,2019-01-01,PROVENCE-ALPES-COTE D'AZUR,NICE,VAR,TOULON,COLLEGE,PUBLIC,580,1,83.3
0070018G,2019-01-01,AUVERGNE-RHONE-ALPES,GRENOBLE,ARDECHE,MONTPEZAT-SOUS-BAUZON,COLLEGE,PUBLIC,245,0,110.1
0070037C,2019-01-01,AUVERGNE-RHONE-ALPES,GRENOBLE,ARDECHE,LES VANS,COLLEGE,PUBLIC,306,0,107.3
0070019H,2019-01-01,AUVERGNE-RHONE-ALPES,GRENOBLE,ARDECHE,LE POUZIN,COLLEGE,PUBLIC,374,0,99.7
0070861Y,2019-01-01,AUVERGNE-RHONE-ALPES,GRENOBLE,ARDECHE,LE CHEYLARD,COLLEGE PRIVE,PRIVE,137,0,100.4
0070860X,2019-01-01,AUVERGNE-RHONE-ALPES,GRENOBLE,ARDECHE,BOURG-SAINT-ANDEOL,COLLEGE PRIVE,PRIVE,549,0,107.2
0070006U,2019-01-01,AUVERGNE-RHONE-ALPES,GRENOBLE,ARDECHE,BOURG-SAINT-ANDEOL,COLLEGE,PUBLIC,549,1,95.4
0070062E,2019-01-01,AUVERGNE-RHONE-ALPES,GRENOBLE,ARDECHE,AUBENAS,COLLEGE PRIVE,PRIVE,761,0,100.8
0630072L,2019-01-01,AUVERGNE-RHONE-ALPES,CLERMONT-FERRAND,PUY-DE-DOME,VIC-LE-COMTE,COLLEGE,PUBLIC,453,0,115.7
0630060Y,2019-01-01,AUVERGNE-RHONE-ALPES,CLERMONT-FERRAND,PUY-DE-DOME,SAINT-ELOY-LES-MINES,COLLEGE,PUBLIC,271,0,85.6
0631763Z,2019-01-01,AUVERGNE-RHONE-ALPES,CLERMONT-FERRAND,PUY-DE-DOME,RIOM,COLLEGE,PUBLIC,713,0,105.5
0630050M,2019-01-01,AUVERGNE-RHONE-ALPES,CLERMONT-FERRAND,PUY-DE-DOME,PUY-GUILLAUME,COLLEGE,PUBLIC,362,0,101.8
0630049L,2019-01-01,AUVERGNE-RHONE-ALPES,CLERMONT-FERRAND,PUY-DE-DOME,PONTGIBAUD,COLLEGE,PUBLIC,372,0,110.5
0631480S,2019-01-01,AUVERGNE-RHONE-ALPES,CLERMONT-FERRAND,PUY-DE-DOME,PONT-DU-CHATEAU,LP LYCEE DES METIERS,PUBLIC,24,0,87.2
0630046H,2019-01-01,AUVERGNE-RHONE-ALPES,CLERMONT-FERRAND,PUY-DE-DOME,PIONSAT,COLLEGE,PUBLIC,65,0,96.2
